transaction_id,project_id,freelancer_id,client_id,project_value,platform_commission,transaction_date,payment_status
472,1903,2896,1015,883.75,200.68,2024-11-30,Paid
473,4622,838,1066,2830.65,261.66,2026-03-10,Paid
474,1706,2175,383,956.07,213.10,2025-04-15,Pending
475,2989,550,893,1389.56,216.25,2024-07-25,Pending
476,4956,2978,174,2395.07,211.71,2025-12-17,Paid
477,2395,2518,98,383.27,277.00,2025-07-17,Paid
478,3750,2466,334,1932.63,274.97,2024-07-24,Paid
479,2147,2408,562,366.72,113.85,2026-01-13,Pending
480,1313,2127,236,681.16,69.74,2026-02-28,Pending
481,5286,161,1021,147.08,304.62,2025-02-23,Paid
482,2424,1886,640,405.45,142.28,2024-10-31,Pending
483,3352,13,111,1161.77,216.53,2025-02-10,Pending
484,3056,221,981,1590.35,257.85,2026-03-05,Pending
485,541,2196,853,311.23,111.55,2025-02-17,Pending
486,4452,561,1183,2199.02,250.23,2026-01-08,Paid
487,4138,2323,281,1381.33,248.91,2024-10-18,Pending
488,2315,1700,630,1132.77,183.02,2025-06-14,Pending
489,4116,1179,630,212.46,120.41,2025-12-09,Paid
490,4904,928,601,1676.75,164.89,2025-05-07,Pending
491,1418,247,137,2598.66,161.78,2025-05-19,Pending
492,318,558,1182,2258.13,140.45,2025-08-26,Paid
493,4416,447,334,1357.49,194.60,2026-01-14,Paid
494,1518,2282,585,1466.37,280.94,2024-12-28,Pending
495,3895,1908,808,955.13,126.27,2026-02-07,Paid
496,2015,2038,1157,2316.49,261.74,2025-12-15,Pending
497,4008,2653,1191,278.71,317.03,2026-01-26,Pending
498,665,1102,354,1465.77,154.82,2025-10-06,Pending
499,893,832,167,1796.94,309.30,2024-12-08,Pending
500,2164,748,916,844.15,192.54,2024-12-24,Pending
501,5606,948,976,2296.20,31.73,2025-05-28,Paid
502,5347,2881,681,3037.82,111.08,2025-04-19,Paid
503,3245,2776,1198,2828.90,301.81,2025-05-17,Paid
504,4518,2530,461,1436.12,213.24,2024-10-31,Paid
505,2869,973,145,134.92,141.05,2025-11-13,Paid
506,4089,1515,1074,2020.76,150.46,2024-08-27,Paid
507,1041,26,408,2793.41,290.21,2025-06-01,Pending
508,431,1500,736,2618.92,91.09,2026-01-10,Pending
509,4167,2890,431,2418.20,215.69,2024-10-03,Pending
510,3183,473,694,1616.09,289.11,2025-01-06,Paid
511,3526,770,128,1078.07,234.81,2025-11-10,Paid
512,4925,2115,737,2587.58,303.08,2026-01-29,Pending
513,5838,1156,1071,1647.24,219.29,2025-10-12,Paid
514,5453,2459,398,2232.89,312.78,2025-04-27,Paid
515,2454,1462,975,2537.83,280.75,2025-05-18,Pending
516,1117,2084,912,2719.32,64.75,2025-05-23,Paid
517,4031,658,293,1468.01,308.52,2025-12-09,Pending
518,5541,1489,21,880.90,200.57,2025-09-10,Pending
519,2583,460,24,2837.25,218.59,2025-09-30,Paid
520,3241,1681,228,143.73,319.89,2025-05-18,Paid
521,5926,1044,115,1704.90,67.79,2025-05-18,Paid
522,341,2640,320,2661.15,132.92,2025-07-21,Pending
523,1034,1831,465,2488.32,270.77,2024-07-31,Pending
524,2552,787,809,2239.62,64.41,2024-08-15,Paid
525,3013,837,394,2768.19,102.56,2024-08-19,Pending
526,102,168,818,814.40,309.71,2025-04-10,Paid
527,2491,1051,1108,1618.17,244.90,2026-01-15,Pending
528,4445,1222,1022,1612.90,226.58,2025-07-30,Paid
529,5319,2160,439,1222.03,82.49,2025-03-06,Pending
530,4390,1810,624,1938.29,295.02,2025-10-21,Paid
531,3885,950,829,2428.05,280.57,2025-12-07,Pending
532,3237,210,883,1065.45,225.05,2025-11-06,Paid
533,231,1116,1155,2778.54,69.34,2025-03-24,Paid
534,4909,155,392,1224.41,166.82,2024-12-01,Pending
535,1887,41,809,2648.33,190.40,2026-03-07,Paid
536,5689,2875,1005,2389.09,168.82,2025-09-20,Pending
537,1192,247,396,2782.48,90.58,2025-05-14,Pending
538,5260,1489,279,1249.28,177.91,2026-01-02,Pending
539,143,2010,344,2221.58,90.20,2024-10-06,Pending
540,4020,807,798,2884.04,56.32,2024-11-15,Paid
541,2814,2859,714,458.28,102.51,2024-08-28,Paid
542,2743,2585,159,587.27,90.56,2024-08-10,Paid
543,5337,2671,459,1474.78,39.84,2025-01-12,Pending
544,1386,395,1041,1307.19,166.24,2024-08-10,Pending
545,4447,194,1098,2520.00,89.82,2025-05-31,Pending
546,5993,612,350,533.13,88.74,2025-08-30,Paid
547,2623,2260,254,197.83,209.43,2026-02-19,Paid
548,5307,2952,157,3067.03,131.69,2025-06-09,Paid
549,1435,348,141,2220.05,84.01,2024-08-17,Pending
550,2416,270,887,919.21,238.88,2025-05-17,Pending
551,2022,17,124,834.01,210.03,2024-11-25,Pending
552,988,1431,361,3031.91,122.44,2025-05-13,Pending
553,835,65,85,764.09,24.29,2025-02-24,Pending
554,2083,1090,551,1760.16,126.79,2024-08-21,Pending
555,3925,546,467,827.48,170.79,2025-01-02,Pending
556,2828,2552,354,1092.18,129.27,2024-10-18,Pending
557,21,373,548,303.66,108.00,2024-11-26,Paid
558,4756,1096,329,685.73,158.06,2025-09-16,Pending
559,913,924,782,1957.12,166.72,2026-01-13,Pending
560,4952,1075,1036,2305.90,38.83,2025-06-22,Pending
561,4950,1626,275,352.54,52.82,2025-05-07,Paid
562,4862,2497,911,1423.81,79.59,2025-08-06,Paid
563,3441,2778,510,392.00,190.54,2026-02-06,Pending
564,3804,496,479,1336.91,221.44,2024-10-26,Paid
565,2630,1482,773,2899.32,111.78,2025-05-14,Pending
566,4245,2388,339,1723.15,63.73,2026-02-07,Paid
567,4438,2458,117,1123.61,166.36,2025-07-29,Paid
568,4737,1806,822,2745.96,116.93,2025-06-07,Pending
569,3701,1660,687,1368.15,307.76,2025-08-10,Paid
570,1821,2064,481,2065.63,314.12,2025-11-19,Pending
571,3801,1136,513,772.90,83.57,2025-01-06,Paid
572,5290,549,38,2537.88,218.87,2025-07-05,Pending
573,3458,2841,961,598.04,210.99,2025-10-16,Paid
574,80,2579,385,2130.81,58.80,2025-05-13,Pending
575,5416,1784,541,1359.50,153.10,2024-07-26,Paid
576,3333,2309,944,1550.41,182.30,2026-02-02,Pending
577,3946,19,25,2096.48,203.29,2025-01-18,Pending
578,5581,2531,245,2749.23,204.88,2024-11-19,Pending
579,318,724,802,1126.38,93.65,2024-09-16,Paid
580,3474,617,550,347.45,176.82,2025-05-26,Pending
581,2379,612,1152,1819.62,133.25,2025-08-17,Paid
582,4114,462,1119,1594.36,88.40,2024-10-17,Pending
583,71,2516,672,659.20,55.80,2025-07-23,Paid
584,5677,2415,437,1541.56,192.18,2025-10-21,Paid
585,5783,849,194,2467.14,141.61,2025-07-14,Pending
586,2588,392,203,831.91,206.32,2025-07-08,Paid
587,3804,1924,285,2846.89,312.25,2025-03-31,Paid
588,3666,2625,603,2653.50,247.79,2024-08-24,Pending
589,5096,1926,122,2028.38,317.19,2026-01-07,Pending
590,5371,654,962,810.46,165.73,2025-09-17,Pending
591,4487,2534,1171,431.53,235.81,2024-11-19,Pending
592,1873,2290,364,724.39,303.07,2025-03-22,Pending
593,2709,2243,758,1809.41,127.26,2025-11-18,Paid
594,2951,1465,1001,966.43,117.06,2025-01-11,Paid
595,1241,1282,870,2497.66,68.47,2024-09-16,Pending
596,5301,687,425,1237.43,30.17,2024-08-08,Pending
597,5567,305,496,1892.35,276.96,2025-02-01,Pending
598,2112,2598,498,404.01,113.16,2025-09-16,Paid
599,3372,726,803,502.73,264.24,2026-01-22,Paid
600,1037,1939,178,492.65,265.23,2024-12-25,Paid
601,1558,1821,671,130.45,60.33,2025-05-11,Pending
602,5608,17,795,795.98,207.76,2026-02-05,Paid
603,3237,2341,649,290.61,262.05,2025-04-13,Paid
604,5770,1132,396,2565.97,26.49,2024-10-16,Pending
605,4181,2519,8,2160.59,84.50,2026-01-31,Paid
606,432,810,582,776.28,77.36,2025-03-07,Pending
607,1679,2344,1086,300.73,237.92,2024-11-30,Paid
608,3527,2935,870,2867.80,269.41,2025-02-05,Paid
609,5731,1338,930,2589.25,116.19,2025-07-10,Pending
610,5918,1850,131,724.13,71.18,2024-08-23,Paid
611,213,2496,536,1276.58,133.63,2025-03-16,Pending
612,3727,900,273,2581.18,291.55,2026-03-10,Paid
613,2794,2872,626,2748.54,47.16,2025-09-18,Paid
614,81,2820,263,930.18,39.17,2024-12-08,Pending
615,458,642,657,1431.49,261.81,2026-02-17,Pending
616,3348,576,517,2673.03,133.62,2025-06-13,Pending
617,2461,974,1014,1953.76,262.43,2025-11-12,Paid
618,427,689,42,2216.36,199.05,2024-07-26,Paid
619,1793,2897,891,1889.32,38.08,2025-03-25,Paid
620,5197,2446,675,1331.37,139.28,2025-02-02,Paid
621,1106,2193,822,548.31,25.98,2024-11-24,Pending
622,4511,145,1031,1956.30,227.48,2025-06-17,Pending
623,3461,2669,88,1220.71,288.28,2026-01-26,Pending
624,2660,1791,432,1278.63,242.86,2024-11-15,Pending
625,4959,247,1176,2235.31,277.90,2025-09-14,Pending
626,2366,1674,364,2303.34,20.05,2025-11-22,Pending
627,685,2536,792,1274.66,186.72,2025-01-25,Paid
628,3090,1257,224,303.03,189.30,2026-02-13,Paid
629,5216,862,928,1310.60,212.35,2024-10-31,Paid
630,2621,1235,805,1183.42,278.68,2026-01-13,Pending
631,3364,1956,1195,290.70,318.31,2025-05-03,Paid
632,5601,2631,142,1207.86,62.10,2024-08-07,Pending
633,303,452,180,2313.79,75.93,2025-11-20,Pending
634,2143,886,116,2078.49,59.52,2025-04-03,Paid
635,1753,2879,436,2309.82,199.73,2025-01-05,Paid
636,3,1431,483,426.27,67.60,2025-12-25,Paid
637,1444,2820,1136,177.30,299.72,2025-02-11,Pending
638,2144,1811,17,2078.57,158.58,2024-09-09,Pending
639,4620,2416,770,887.41,125.19,2025-08-17,Paid
640,1437,2550,374,545.65,191.00,2025-05-28,Pending
641,4255,2818,411,1821.76,124.62,2025-06-29,Paid
642,6000,1111,703,2308.30,48.19,2026-02-02,Pending
643,4724,208,753,160.98,67.46,2025-03-12,Pending
644,3112,151,494,2848.60,128.77,2024-08-03,Paid
645,5714,201,90,2813.92,110.73,2025-07-13,Pending
646,5055,1767,511,1981.55,49.51,2024-11-05,Pending
647,1532,645,657,2352.41,278.26,2025-08-24,Paid
648,3459,1410,756,1021.40,161.87,2025-12-31,Paid
649,2193,2119,989,442.18,292.01,2025-01-28,Paid
650,3550,2444,325,3019.61,114.39,2025-05-12,Pending
651,1977,2268,498,983.80,183.79,2025-03-29,Paid
652,2575,2425,82,1986.97,198.60,2025-01-16,Paid
653,2282,578,839,2984.85,105.42,2025-07-31,Paid
654,5550,849,534,2339.34,239.30,2025-12-18,Paid
655,3674,114,475,356.48,111.81,2025-02-21,Paid
656,5085,245,1184,1518.70,140.22,2025-06-27,Pending
657,2109,806,391,2733.39,221.69,2025-12-16,Pending
658,2177,2909,356,394.71,240.59,2026-01-03,Pending
659,1984,401,1108,1251.50,61.53,2024-10-27,Pending
660,1773,2598,1151,1652.29,260.41,2025-07-26,Paid
661,217,1489,42,1274.87,106.37,2025-07-24,Pending
662,2825,2035,1129,901.66,242.96,2025-09-25,Pending
663,987,218,835,1533.19,182.46,2026-03-05,Pending
664,2807,1715,990,1606.08,73.24,2025-09-05,Paid
665,4992,367,492,2841.96,35.89,2025-06-16,Paid
666,915,348,29,107.37,240.86,2025-05-26,Pending
667,4473,677,27,2246.54,33.51,2025-06-18,Pending
668,3839,987,1155,2550.67,105.88,2025-05-30,Paid
669,97,237,1194,251.64,117.75,2024-08-19,Pending
670,119,1101,691,1685.46,37.63,2025-09-20,Paid
671,2123,832,977,2785.42,39.30,2024-07-31,Pending
672,3480,1218,124,647.61,295.40,2025-08-08,Pending
673,5601,1309,860,2547.88,118.21,2025-12-13,Paid
674,2073,2394,788,180.90,212.72,2024-11-14,Paid
675,5285,16,26,355.23,163.08,2025-10-15,Paid
676,5408,716,819,2818.50,181.14,2025-07-06,Paid
677,4847,98,39,252.06,121.71,2024-08-26,Paid
678,3571,1168,663,1839.92,64.22,2026-02-13,Pending
679,5842,574,1173,1159.86,123.74,2025-02-24,Paid
680,583,741,104,2733.77,201.05,2024-09-29,Pending
681,3588,495,561,2900.14,86.23,2024-07-25,Pending
682,5849,1824,588,1637.58,180.53,2025-05-10,Paid
683,4444,2221,726,2161.83,255.16,2024-12-08,Paid
684,5698,1765,1000,122.75,198.86,2026-01-14,Pending
685,5914,1836,996,111.18,177.28,2024-07-25,Paid
686,1746,2763,773,558.89,201.42,2024-12-10,Pending
687,5653,1168,886,2110.61,167.72,2025-04-07,Pending
688,2295,312,128,2246.20,158.88,2024-08-02,Paid
689,3946,1859,716,2012.62,153.31,2024-08-01,Paid
690,4559,379,71,2642.93,58.99,2025-09-24,Paid
691,4268,2489,864,383.82,26.94,2025-06-07,Paid
692,5041,2355,683,2989.96,82.35,2025-08-12,Pending
693,4191,2352,380,224.17,121.69,2025-10-23,Paid
694,5680,1437,637,718.42,187.77,2025-01-16,Pending
695,5905,1801,604,2495.70,235.75,2025-08-10,Pending
696,5610,52,459,2642.80,89.91,2025-06-30,Pending
697,2501,2508,428,1568.68,205.52,2025-03-27,Pending
698,3744,2417,928,2891.85,251.94,2025-05-29,Pending
699,22,797,1173,1941.22,56.03,2025-10-04,Pending
700,3728,1448,947,1204.12,163.46,2025-08-17,Paid
701,1088,2366,367,1212.42,281.57,2025-07-28,Pending
702,884,2907,63,888.88,292.78,2025-03-19,Paid
703,2521,2012,834,617.26,232.94,2024-10-06,Pending
704,4550,2465,287,2996.43,162.94,2024-12-10,Paid
705,2477,1342,404,611.40,118.49,2025-03-27,Paid
706,3952,2354,954,1111.90,315.67,2025-12-30,Paid
707,5651,958,440,421.24,228.60,2025-04-11,Pending
708,4515,1226,383,1485.07,187.88,2025-01-19,Pending
709,682,2859,1199,2512.87,220.31,2025-01-03,Pending
710,916,1004,1022,2490.50,112.94,2025-06-19,Pending
711,4428,2333,298,798.01,267.65,2024-08-11,Paid
712,4456,2616,102,1091.04,199.22,2025-02-23,Pending
713,1670,1624,289,686.24,317.64,2025-10-25,Paid
714,3229,1728,418,3058.29,240.60,2025-08-12,Paid
715,2028,186,340,2956.65,116.59,2025-07-11,Paid
716,5294,974,650,1872.84,195.01,2025-12-30,Paid
717,4473,2059,917,3093.66,135.79,2025-08-22,Pending
718,3465,664,256,3035.73,179.58,2024-12-24,Paid
719,374,2735,1089,1686.54,215.32,2024-10-22,Paid
720,4401,623,214,1327.47,189.29,2024-08-19,Paid
721,1273,2259,487,1268.57,53.37,2025-03-11,Pending
722,2996,2571,1188,779.47,110.77,2025-08-14,Paid
723,5537,1613,350,682.39,94.18,2025-02-03,Paid
724,818,1936,751,1892.69,79.57,2025-07-02,Pending
725,1639,1835,315,1557.84,223.44,2025-07-17,Pending
726,4226,596,381,1413.52,92.80,2025-10-17,Paid
727,2317,2151,716,1601.57,90.15,2025-06-04,Paid
728,1070,993,660,1845.21,188.69,2025-01-27,Pending
729,5822,2537,549,2293.69,251.54,2025-05-21,Paid
730,4493,1194,616,2228.39,199.20,2025-03-16,Paid
731,2431,1859,412,2575.19,231.98,2026-03-05,Pending
732,5817,2401,343,1120.75,121.45,2025-01-02,Paid
733,2341,1558,579,1569.69,52.01,2025-06-26,Pending
734,4043,1325,120,2909.33,38.17,2025-03-24,Pending
735,2366,2616,746,2259.76,79.33,2025-04-11,Paid
736,5485,2741,758,2561.86,189.32,2026-01-08,Paid
737,614,2413,908,2002.97,312.84,2025-07-20,Pending
738,3211,2054,816,584.11,170.11,2024-08-26,Pending
739,2533,2034,674,257.06,187.16,2025-03-19,Paid
740,1774,664,1003,1810.08,209.11,2025-07-17,Paid
741,3499,1544,669,1303.43,156.60,2024-09-23,Paid
742,4106,2660,927,1733.81,117.89,2025-10-13,Paid
743,4563,2381,335,2313.68,53.18,2025-11-28,Pending
744,5884,456,520,879.43,175.88,2026-01-04,Pending
745,3584,1061,1099,1843.35,176.38,2025-07-20,Paid
746,5388,2378,106,889.28,59.19,2025-12-24,Paid
747,3993,1045,216,3097.32,264.72,2025-04-11,Paid
748,2729,2513,39,2714.09,223.91,2025-08-17,Paid
749,157,2473,933,1725.38,143.02,2026-01-14,Paid
750,514,2711,851,1630.18,107.78,2025-12-11,Pending
751,1363,2695,1012,354.58,208.52,2025-10-17,Paid
752,1692,2867,925,1747.10,291.60,2026-01-03,Pending
753,3482,593,85,2069.96,230.65,2024-07-30,Pending
754,5130,2623,400,819.81,92.02,2025-11-23,Pending
755,146,253,957,296.21,319.98,2025-01-01,Paid
756,2062,2467,366,2982.16,269.11,2025-12-24,Paid
757,2223,1543,3,2535.40,91.94,2024-09-04,Pending
758,1095,544,161,1478.51,267.02,2025-01-07,Paid
759,5207,1632,425,1274.11,228.92,2024-10-25,Paid
760,3665,793,1117,2911.49,34.24,2024-09-11,Paid
761,5602,2279,297,2894.58,271.22,2024-10-22,Pending
762,3428,2517,201,2193.20,75.14,2025-04-27,Pending
763,3134,1464,1064,2675.50,53.66,2026-01-01,Pending
764,20,1658,490,902.07,197.80,2024-09-04,Pending
765,3406,452,223,3022.53,202.20,2025-06-28,Paid
766,1335,74,335,1489.38,33.73,2025-09-15,Paid
767,3037,1404,862,1572.27,294.99,2025-12-27,Paid
768,3517,629,959,1554.85,163.52,2025-02-04,Pending
769,2371,2970,842,3002.64,234.03,2024-11-20,Pending
770,203,2510,285,2380.99,44.24,2025-01-11,Pending
771,1031,1242,272,2111.65,211.27,2026-03-05,Paid
772,335,1580,802,1015.46,95.53,2025-03-29,Pending
773,4672,338,688,2380.56,146.29,2025-05-01,Pending
774,4878,312,472,641.47,25.51,2024-12-26,Pending
775,3400,1638,45,2952.80,142.59,2025-10-01,Paid
776,4204,2004,922,1774.24,29.06,2025-07-08,Pending
777,5617,2565,651,1607.22,255.13,2025-03-01,Pending
778,2773,2072,888,394.18,301.42,2025-10-29,Pending
779,2591,2002,816,2780.17,115.00,2024-11-03,Pending
780,2605,2641,440,372.50,221.17,2025-07-21,Pending
781,4917,1467,160,644.37,42.03,2025-05-18,Paid
782,1633,539,1089,3017.47,209.53,2025-03-12,Paid
783,4326,958,1199,2893.95,317.91,2024-09-13,Pending
784,3676,431,201,3091.17,314.68,2025-05-13,Pending
785,3267,908,841,1935.57,241.57,2025-04-22,Paid
786,3546,2188,1005,2817.25,159.60,2026-03-10,Paid
787,3021,236,363,125.85,228.88,2025-12-13,Pending
788,1206,1681,828,1066.12,239.26,2025-12-13,Pending
789,3143,2360,694,709.38,150.79,2025-09-11,Paid
790,2144,1701,840,1991.46,251.48,2026-02-27,Paid
791,2661,284,735,1570.50,138.92,2025-06-09,Pending
792,3676,1711,371,1636.52,252.00,2024-10-16,Pending
793,4758,2874,1015,807.40,71.66,2024-11-14,Paid
794,2626,1326,124,770.05,221.67,2025-08-13,Paid
795,5480,2363,12,150.26,182.37,2025-02-06,Pending
796,1654,2032,864,2366.71,308.39,2025-05-08,Paid
797,3208,2120,398,1340.27,51.11,2024-10-08,Pending
798,978,581,818,1337.23,49.25,2024-10-15,Pending
799,861,2999,963,2045.83,134.26,2025-11-20,Paid
800,5463,122,718,1291.80,60.01,2025-08-25,Pending
801,5917,1655,110,1014.37,199.24,2024-10-13,Pending
802,3175,222,700,2315.56,140.97,2025-02-27,Paid
803,1428,477,418,639.57,168.12,2025-09-18,Pending
804,978,1176,729,3070.74,294.93,2025-02-15,Pending
805,360,1221,1005,162.86,196.78,2024-12-05,Pending
806,5190,1039,708,1240.34,93.42,2025-12-18,Pending
807,4460,2523,758,217.51,139.45,2024-12-27,Paid
808,1254,1821,997,2704.53,228.72,2024-11-08,Paid
809,1194,2785,1013,1901.68,270.19,2025-09-25,Pending
810,507,1245,754,2368.16,104.49,2025-07-06,Paid
811,4753,1788,304,1841.29,53.76,2026-01-19,Pending
812,2839,2206,1149,119.45,203.14,2025-11-29,Paid
813,3249,2529,257,1148.45,222.85,2025-12-11,Pending
814,2879,514,186,1080.51,49.14,2024-11-19,Paid
815,3679,310,728,2982.86,201.02,2024-11-20,Paid
816,2195,2940,1037,1377.17,309.62,2025-03-31,Paid
817,2568,1080,294,2995.39,162.81,2025-04-02,Paid
818,2183,2675,428,2963.23,100.33,2025-09-24,Paid
819,59,2321,535,383.36,292.33,2025-12-27,Pending
820,1657,1841,485,2036.20,55.46,2025-02-04,Pending
821,2424,15,215,2717.79,306.58,2024-12-09,Pending
822,2228,1990,1054,2570.70,247.41,2025-09-09,Pending
823,1086,2496,189,1180.62,61.05,2025-12-18,Paid
824,78,726,710,610.63,74.79,2025-12-07,Pending
825,1893,2439,865,756.37,117.87,2024-09-18,Paid
826,2660,1755,1173,1643.81,202.90,2024-11-27,Pending
827,3983,2127,257,776.68,226.65,2025-01-28,Paid
828,1788,2064,742,920.61,144.93,2024-11-01,Paid
829,4617,1119,267,2925.93,115.09,2024-07-27,Pending
830,363,2921,489,1310.85,270.46,2025-07-08,Paid
831,3858,1475,469,1364.75,164.45,2026-02-05,Paid
832,1832,2604,183,1269.61,259.76,2025-12-12,Paid
833,1654,297,104,915.66,169.65,2025-03-27,Pending
834,4156,1589,853,1944.93,136.84,2024-09-29,Paid
835,5737,1583,614,1907.99,24.39,2024-08-16,Pending
836,3080,1739,961,2930.04,125.20,2024-12-10,Pending
837,1633,1235,450,717.50,165.27,2025-01-30,Pending
838,2880,624,386,102.17,166.27,2026-02-08,Pending
839,1427,2287,29,1941.75,81.59,2024-11-25,Pending
840,3165,10,66,1894.19,151.77,2025-11-18,Pending
841,4822,1861,1158,1677.20,266.18,2024-10-01,Paid
842,5808,1270,962,2520.93,71.77,2025-04-28,Pending
843,5178,1778,759,440.69,311.43,2024-08-17,Paid
844,4978,2162,530,1553.46,200.70,2025-02-20,Pending
845,5718,332,649,2739.34,286.18,2025-11-07,Pending
846,1052,1138,1070,513.17,73.61,2025-03-08,Paid
847,2000,2638,997,1090.63,284.28,2024-08-11,Paid
848,3814,363,587,2786.86,173.05,2025-09-19,Paid
849,4501,2169,904,2314.58,106.20,2025-07-01,Pending
850,1425,814,423,1097.56,216.73,2025-06-16,Pending
851,2105,2640,265,407.84,319.26,2024-09-14,Paid
852,1880,2484,735,697.15,70.71,2025-06-06,Paid
853,5304,2591,615,2151.34,274.22,2025-05-03,Pending
854,2649,1971,1014,191.65,232.91,2024-10-21,Pending
855,4033,2765,467,156.75,227.28,2026-01-31,Paid
856,5647,734,399,734.81,195.77,2025-08-28,Pending
857,2811,2813,714,1334.29,272.59,2024-12-19,Paid
858,4835,214,536,1905.94,90.30,2025-08-07,Paid
859,1226,2836,821,1121.96,192.62,2025-04-15,Pending
860,2093,600,1045,2758.89,153.15,2025-09-09,Paid
861,364,847,978,1245.58,149.59,2024-09-12,Paid
862,2392,1865,781,332.02,163.21,2026-02-05,Pending
863,140,1147,879,802.91,23.68,2024-12-04,Paid
864,975,272,283,2271.25,175.44,2025-12-12,Pending
865,2953,1258,517,1665.22,87.94,2026-02-23,Pending
866,2300,1744,74,1581.43,140.22,2024-09-11,Paid
867,2102,904,648,972.90,53.49,2026-02-25,Pending
868,5160,2998,840,2031.09,150.89,2025-11-02,Pending
869,579,616,967,233.96,189.44,2026-02-18,Pending
870,5588,641,1133,1458.04,272.94,2025-04-27,Pending
871,2649,407,276,2253.29,81.36,2024-12-23,Paid
872,1588,307,1097,1513.70,144.67,2024-09-07,Paid
873,4193,1728,388,2846.41,71.06,2026-01-02,Pending
874,3886,1337,1039,1212.34,121.46,2025-05-04,Pending
875,289,2241,649,2486.70,132.87,2025-11-22,Paid
876,3874,246,512,794.86,154.95,2025-04-06,Pending
877,623,11,448,1220.34,248.36,2024-10-24,Paid
878,1068,2123,76,377.27,317.89,2024-10-16,Paid
879,4739,1137,1022,392.16,304.62,2025-06-02,Pending
880,3227,2459,830,1467.23,285.46,2025-08-02,Paid
881,2266,444,608,2770.42,216.57,2024-12-05,Pending
882,383,347,167,780.75,172.98,2025-07-11,Pending
883,3099,623,1104,2789.42,95.57,2024-12-07,Pending
884,5951,2061,27,1222.53,126.69,2026-02-16,Pending
885,2907,2917,378,2603.06,302.84,2025-01-13,Pending
886,1932,2736,245,1319.84,286.99,2025-12-21,Paid
887,3217,598,1042,1753.45,40.77,2025-10-28,Pending
888,993,177,705,2814.36,189.77,2025-02-18,Paid
889,3349,838,551,1600.12,257.83,2026-02-18,Pending
890,288,360,809,1703.10,155.80,2025-11-23,Paid
891,5126,2216,276,795.99,129.77,2025-01-03,Pending
892,1183,377,969,1984.04,111.53,2025-03-30,Paid
893,3784,1749,42,2508.77,28.74,2024-10-16,Pending
894,5266,221,36,3087.14,255.94,2025-06-13,Paid
895,3455,2194,536,2782.13,318.02,2025-12-22,Pending
896,1099,1800,981,1726.38,25.22,2025-12-15,Paid
897,3398,1895,1185,1682.90,173.82,2025-09-13,Pending
898,2955,2594,1176,550.11,253.40,2024-09-19,Pending
899,1217,457,513,1765.77,187.26,2025-06-22,Paid
900,1066,1038,291,239.51,262.81,2025-03-19,Pending
901,4912,2803,882,388.66,61.21,2025-09-04,Paid
902,1061,848,76,284.59,23.50,2026-03-12,Pending
903,449,1224,543,1405.23,256.34,2025-08-20,Paid
904,5991,1295,160,1174.62,269.80,2025-06-19,Paid
905,5875,1502,32,253.81,141.84,2025-09-13,Paid
906,1480,1514,928,2060.46,48.52,2024-10-08,Pending
907,2869,1913,282,2350.13,74.43,2025-06-22,Pending
908,4502,2374,1136,323.59,125.63,2025-04-23,Pending
909,4144,1404,793,878.53,261.03,2024-07-30,Paid
910,1230,1927,446,1506.82,100.16,2024-09-09,Paid
911,3589,2293,247,2914.95,248.59,2024-07-28,Paid
912,4685,2311,927,2072.91,257.30,2024-11-25,Paid
913,4441,2465,586,507.95,45.03,2025-10-22,Pending
914,1833,742,232,826.37,224.56,2024-08-06,Paid
915,3143,658,1177,998.44,53.41,2025-11-28,Paid
916,5380,1287,16,704.45,243.13,2025-08-28,Paid
917,959,2321,43,2892.63,309.02,2024-09-15,Pending
918,600,2368,1177,2522.36,51.28,2024-12-15,Paid
919,2477,2223,41,2348.16,70.87,2024-11-13,Pending
920,5472,814,128,2750.60,20.93,2025-10-03,Paid
921,4452,1684,578,1126.78,96.73,2025-05-04,Pending
922,986,155,306,1822.03,204.68,2025-07-30,Pending
923,454,1695,616,594.84,109.49,2025-07-11,Paid
924,239,455,132,1424.05,132.75,2026-01-11,Paid
925,1061,450,1113,1564.31,53.95,2025-06-26,Pending
926,5534,1255,252,1203.28,94.99,2025-08-22,Paid
927,5936,401,623,232.85,218.11,2025-12-09,Paid
928,3268,1222,585,1258.13,243.19,2025-06-28,Pending
929,3719,837,997,130.23,173.37,2025-12-02,Paid
930,4227,1635,50,442.28,192.75,2025-10-16,Pending
931,4138,1207,607,2679.21,45.99,2025-11-21,Pending
932,5481,1635,1174,2017.35,198.14,2025-10-30,Paid
933,2321,2674,614,1595.21,225.32,2025-12-21,Paid
934,3157,798,446,2413.13,296.99,2025-01-05,Paid
935,2820,2980,974,1569.80,256.56,2024-08-17,Pending
936,639,1909,460,1558.52,57.49,2025-01-03,Pending
937,4318,2328,582,3072.17,85.53,2025-09-29,Paid
938,2255,2709,509,1205.54,306.80,2025-03-27,Pending
939,3019,1898,1184,435.50,35.36,2025-08-29,Paid
940,1364,2077,710,2651.96,115.56,2025-04-27,Paid
941,3871,1962,886,1122.76,80.16,2025-02-05,Paid
942,2217,609,66,1320.11,147.83,2024-10-14,Paid
943,4484,2326,517,2334.79,32.14,2025-06-24,Pending
944,5119,484,591,2397.87,32.84,2025-01-08,Pending
945,1001,2715,787,2766.76,73.33,2024-11-18,Paid
946,5447,2617,1102,107.08,170.85,2025-11-21,Pending
