freelancer_id,country,region,primary_skill_category,experience_level,hourly_rate,join_date,subscription_type,rating,total_projects_completed
757,USA,South America,Cloud,Beginner,27.88,2023-06-17,Pro,4.8,35
758,Australia,Asia,Web Development,Intermediate,88.19,2025-06-15,Elite,4.8,21
759,Brazil,Asia,Cloud,Expert,47.65,2024-02-24,Free,4.8,9
760,Singapore,Asia,Data & AI,Expert,83.48,2025-09-18,Free,4.1,45
761,Singapore,Asia,Data & AI,Expert,81.82,2025-04-18,Pro,3.8,1
762,UK,North America,Data & AI,Expert,87.38,2025-08-29,Pro,3.6,34
763,India,Asia,Data & AI,Expert,79.08,2023-11-05,Elite,3.9,35
764,India,Europe,Data & AI,Beginner,46.42,2025-10-31,Elite,3.7,31
765,India,South America,Cloud,Beginner,30.60,2025-05-21,Elite,3.2,26
766,Australia,Europe,Cloud,Expert,72.96,2023-09-15,Free,3.4,15
767,Brazil,North America,Web Development,Intermediate,23.98,2023-10-27,Elite,3.2,9
768,UK,North America,UI/UX,Expert,29.91,2023-08-10,Elite,4.8,41
769,Canada,South America,Cloud,Intermediate,66.62,2024-04-10,Elite,4.5,38
770,Brazil,Europe,UI/UX,Beginner,95.79,2026-02-22,Pro,3.1,36
771,Canada,North America,Content,Beginner,69.78,2026-01-28,Pro,3.9,38
772,Australia,South America,Data & AI,Intermediate,66.24,2023-11-20,Free,3.1,18
773,Australia,South America,Data & AI,Intermediate,41.44,2023-08-08,Free,4.5,9
774,Brazil,North America,Data & AI,Expert,79.01,2023-07-29,Pro,3.9,23
775,Canada,Europe,Cloud,Beginner,52.97,2024-05-02,Elite,4.8,38
776,Canada,South America,Cloud,Beginner,39.96,2025-06-05,Free,4.4,27
777,India,North America,Marketing,Expert,93.45,2025-01-22,Pro,4.9,43
778,UK,North America,Marketing,Expert,86.74,2024-10-20,Free,3.5,32
779,Canada,North America,Marketing,Beginner,88.04,2024-04-14,Free,3.2,32
780,Germany,Asia,UI/UX,Intermediate,23.97,2024-07-07,Free,4.0,42
781,India,Asia,Data & AI,Beginner,39.78,2025-05-29,Elite,3.6,49
782,Australia,Asia,Marketing,Expert,99.04,2023-08-24,Elite,3.4,4
783,Singapore,Europe,Data & AI,Expert,97.88,2025-12-08,Pro,4.9,5
784,India,Asia,Data & AI,Expert,52.61,2025-07-21,Free,4.2,17
785,USA,North America,Cloud,Intermediate,44.62,2023-10-25,Elite,4.4,8
786,Australia,Europe,Cloud,Beginner,63.52,2024-07-11,Free,3.5,17
787,UK,Asia,Content,Beginner,76.78,2025-01-21,Pro,4.2,48
788,Singapore,North America,Web Development,Beginner,70.42,2025-03-19,Elite,4.6,5
789,Australia,Asia,UI/UX,Expert,28.94,2025-07-08,Elite,4.7,28
790,Brazil,Asia,UI/UX,Intermediate,67.07,2025-11-02,Elite,3.4,18
791,UK,South America,Cloud,Intermediate,67.89,2025-04-26,Pro,4.3,12
792,UK,South America,UI/UX,Expert,88.73,2024-03-06,Free,4.1,0
793,Australia,North America,Cloud,Intermediate,43.61,2024-03-20,Pro,3.6,34
794,Australia,North America,Data & AI,Beginner,97.56,2025-06-19,Pro,4.5,10
795,UK,South America,Cloud,Beginner,74.04,2024-08-09,Elite,4.2,31
796,USA,Asia,Data & AI,Intermediate,61.70,2026-01-07,Elite,3.6,23
797,Singapore,Europe,UI/UX,Beginner,80.89,2025-04-02,Elite,3.6,11
798,Australia,North America,Data & AI,Expert,53.44,2025-02-25,Free,3.9,21
799,Australia,Asia,Data & AI,Intermediate,60.27,2023-10-09,Free,3.5,5
800,Australia,South America,Content,Beginner,93.47,2025-01-04,Free,3.6,9
801,Singapore,Europe,Marketing,Expert,37.59,2024-11-02,Free,4.2,31
802,Brazil,Asia,UI/UX,Intermediate,96.03,2023-12-09,Elite,4.8,43
803,UK,Asia,Cloud,Intermediate,96.71,2025-10-29,Pro,3.5,28
804,USA,Europe,Cloud,Beginner,74.37,2024-08-14,Free,3.6,29
805,USA,South America,Marketing,Beginner,82.63,2026-03-03,Elite,3.9,43
806,Australia,Europe,UI/UX,Beginner,32.64,2025-02-23,Pro,4.9,50
807,Australia,South America,UI/UX,Intermediate,75.76,2024-09-06,Free,3.1,21
808,Singapore,Asia,Data & AI,Intermediate,54.02,2024-02-22,Elite,4.8,29
809,USA,Asia,Data & AI,Beginner,38.62,2023-08-21,Pro,3.6,48
810,India,Europe,Cloud,Expert,52.52,2025-05-01,Free,4.9,13
811,UK,South America,Cloud,Expert,54.54,2025-05-01,Elite,3.5,21
812,Brazil,Asia,Web Development,Expert,90.90,2026-02-01,Elite,4.5,39
813,Australia,North America,UI/UX,Intermediate,75.48,2023-11-29,Pro,3.4,23
814,Canada,Europe,Marketing,Beginner,25.68,2023-09-29,Elite,4.6,46
815,UK,Asia,Cloud,Beginner,36.57,2024-11-26,Free,3.7,45
816,Singapore,North America,Marketing,Expert,37.93,2026-01-13,Free,4.8,33
817,Singapore,Europe,Cloud,Beginner,94.75,2024-05-02,Free,3.5,5
818,India,South America,Content,Intermediate,64.97,2023-12-29,Elite,3.7,46
819,India,Asia,Content,Intermediate,25.11,2025-09-24,Pro,4.3,39
820,India,Asia,Marketing,Expert,31.16,2024-02-19,Elite,3.5,14
821,Canada,North America,Marketing,Expert,84.71,2024-10-18,Free,4.8,5
822,Germany,Europe,UI/UX,Beginner,33.98,2023-07-27,Free,4.7,12
823,Germany,Asia,Cloud,Beginner,85.40,2024-07-25,Free,4.4,28
824,Australia,South America,Web Development,Intermediate,25.77,2025-08-23,Free,3.5,26
825,India,Europe,Cloud,Beginner,63.94,2025-11-13,Elite,3.7,23
826,Singapore,Asia,Cloud,Expert,23.85,2023-08-08,Pro,3.7,6
827,Brazil,Europe,Web Development,Expert,45.35,2024-12-26,Free,4.4,17
828,India,North America,UI/UX,Intermediate,50.93,2025-07-17,Pro,3.4,3
829,Canada,Asia,Cloud,Beginner,51.98,2023-10-07,Free,4.9,20
830,UK,South America,Content,Beginner,26.49,2024-01-28,Elite,4.3,6
831,Germany,Europe,Marketing,Beginner,79.40,2025-05-23,Elite,3.2,46
832,Singapore,North America,Web Development,Expert,75.60,2025-02-22,Elite,3.7,20
833,India,North America,Web Development,Beginner,90.63,2024-01-21,Pro,4.1,44
834,Singapore,South America,Content,Expert,84.01,2024-03-02,Free,4.8,48
835,Canada,South America,Web Development,Intermediate,63.09,2024-12-03,Pro,3.8,49
836,Brazil,North America,Cloud,Beginner,53.58,2024-06-08,Elite,4.7,27
837,UK,South America,UI/UX,Beginner,23.16,2024-02-02,Pro,4.2,48
838,Singapore,North America,UI/UX,Beginner,72.95,2025-06-27,Free,4.9,24
839,Australia,North America,Cloud,Beginner,50.17,2025-10-16,Free,4.5,36
840,Brazil,Asia,Data & AI,Intermediate,22.38,2024-08-14,Free,3.5,48
841,Canada,North America,Content,Expert,92.47,2025-02-13,Free,4.9,19
842,Canada,South America,Marketing,Beginner,85.22,2024-10-15,Free,4.3,35
843,Germany,Europe,Web Development,Beginner,29.35,2025-01-09,Free,3.5,27
844,Singapore,Asia,Data & AI,Beginner,80.57,2023-12-11,Free,4.5,31
845,Singapore,South America,Marketing,Beginner,23.04,2023-10-05,Elite,4.6,12
846,India,Asia,UI/UX,Intermediate,55.74,2025-07-31,Elite,3.3,35
847,India,Europe,UI/UX,Expert,98.85,2024-11-11,Elite,4.0,48
848,India,Asia,UI/UX,Intermediate,21.44,2025-01-11,Free,4.6,30
849,UK,Europe,Marketing,Intermediate,55.90,2025-07-04,Free,3.2,7
850,USA,South America,Web Development,Expert,86.74,2025-10-11,Free,3.9,19
851,Canada,Europe,Cloud,Expert,78.41,2025-08-28,Free,4.4,49
852,India,North America,UI/UX,Expert,42.32,2025-01-19,Free,4.5,11
853,UK,Europe,Web Development,Beginner,30.20,2024-10-07,Pro,3.2,16
854,USA,South America,Web Development,Expert,88.14,2024-08-07,Elite,3.4,41
855,UK,Asia,Marketing,Expert,95.18,2024-02-19,Free,3.9,45
856,UK,Europe,Marketing,Beginner,55.45,2024-09-06,Free,3.3,1
857,Australia,Asia,UI/UX,Beginner,59.91,2025-04-18,Free,4.9,22
858,Germany,Asia,Web Development,Beginner,66.90,2023-06-25,Elite,4.7,40
859,Canada,North America,Marketing,Intermediate,22.37,2024-11-26,Free,3.7,37
860,Germany,South America,Marketing,Expert,31.02,2024-06-23,Pro,3.1,15
861,Australia,North America,Data & AI,Expert,94.57,2023-07-15,Elite,4.7,11
862,Australia,North America,Marketing,Intermediate,48.24,2024-11-28,Free,4.8,32
863,UK,North America,Web Development,Intermediate,58.42,2026-01-16,Pro,4.6,49
864,Australia,South America,Content,Intermediate,28.84,2024-09-16,Pro,4.7,1
865,Australia,Asia,Cloud,Expert,50.75,2024-10-13,Pro,4.5,2
866,Brazil,North America,UI/UX,Beginner,57.53,2023-07-29,Free,3.3,14
867,India,Europe,Content,Expert,99.38,2023-10-03,Free,3.2,34
868,Germany,South America,Marketing,Beginner,51.75,2024-01-23,Elite,4.6,33
869,Canada,Asia,Content,Expert,60.97,2024-03-14,Pro,4.3,22
870,Germany,Asia,Cloud,Beginner,58.87,2025-09-21,Elite,4.8,34
871,Canada,Europe,Content,Intermediate,46.66,2026-02-03,Free,3.9,17
872,Germany,Asia,Cloud,Beginner,79.85,2023-07-31,Pro,3.9,34
873,USA,South America,UI/UX,Expert,59.39,2025-01-06,Elite,4.3,47
874,Australia,Asia,Web Development,Expert,51.57,2023-12-15,Elite,4.3,19
875,USA,South America,Web Development,Expert,99.74,2024-10-12,Elite,4.9,22
876,Canada,North America,Content,Expert,55.95,2023-09-16,Free,3.3,43
877,Canada,South America,Marketing,Expert,45.40,2024-05-14,Free,3.3,48
878,Brazil,North America,Marketing,Beginner,71.02,2023-07-01,Free,3.6,30
879,UK,North America,Marketing,Intermediate,96.16,2023-07-18,Pro,3.9,33
880,Canada,North America,Data & AI,Beginner,78.67,2024-08-15,Pro,4.4,8
881,Brazil,South America,Data & AI,Expert,87.10,2023-10-27,Pro,4.2,29
882,USA,North America,UI/UX,Beginner,75.18,2025-02-19,Pro,3.6,14
883,USA,Europe,Marketing,Expert,30.30,2025-01-18,Elite,3.3,47
884,India,Europe,Data & AI,Intermediate,60.55,2024-12-29,Pro,4.6,15
885,Canada,South America,Cloud,Beginner,68.58,2024-11-24,Free,4.6,25
886,Australia,Europe,Content,Beginner,94.67,2023-10-26,Elite,4.7,1
887,USA,Europe,UI/UX,Intermediate,49.97,2025-10-17,Free,3.7,8
888,USA,Europe,UI/UX,Beginner,64.57,2025-02-06,Pro,3.7,31
889,Brazil,Europe,UI/UX,Expert,60.14,2025-01-30,Elite,4.8,32
890,Singapore,Europe,UI/UX,Beginner,61.95,2025-09-16,Elite,3.3,22
891,Canada,South America,Data & AI,Beginner,22.86,2023-11-06,Free,4.9,29
892,Singapore,South America,Content,Expert,24.46,2024-10-12,Free,5.0,39
893,Brazil,South America,Cloud,Beginner,56.08,2025-12-16,Pro,5.0,15
894,Australia,Europe,Cloud,Beginner,69.35,2025-10-07,Elite,4.7,15
895,Canada,North America,Cloud,Intermediate,47.14,2026-03-10,Free,4.5,37
896,Brazil,Asia,UI/UX,Expert,73.28,2024-02-29,Elite,3.5,46
897,Germany,South America,Data & AI,Intermediate,91.11,2025-10-07,Free,4.3,3
898,India,Asia,Data & AI,Expert,21.34,2023-07-11,Free,4.9,11
899,Brazil,Asia,Cloud,Intermediate,21.94,2024-09-19,Pro,3.7,30
900,Canada,South America,Cloud,Expert,41.48,2025-10-21,Elite,3.9,47
901,USA,South America,Web Development,Expert,80.69,2024-11-11,Elite,4.9,45
902,Brazil,Asia,Content,Expert,75.85,2025-03-16,Free,4.0,30
903,Germany,Europe,Web Development,Expert,88.32,2023-08-29,Elite,3.4,11
904,India,Europe,Content,Beginner,77.23,2026-01-05,Free,4.0,5
905,USA,North America,Web Development,Intermediate,71.14,2024-07-25,Pro,3.3,33
906,UK,Asia,Web Development,Beginner,28.61,2025-02-15,Free,3.6,39
907,Germany,Europe,UI/UX,Expert,26.81,2023-10-16,Pro,4.5,15
908,Australia,North America,Web Development,Beginner,79.82,2025-08-30,Pro,4.4,7
909,Canada,Europe,Cloud,Expert,93.70,2024-06-12,Elite,4.6,33
910,UK,Europe,Cloud,Intermediate,24.58,2025-07-19,Elite,4.5,13
911,India,North America,UI/UX,Beginner,90.73,2025-07-08,Free,4.1,7
912,Germany,North America,Data & AI,Intermediate,60.58,2025-01-24,Free,4.1,50
913,Germany,South America,Data & AI,Expert,54.24,2025-10-01,Free,4.6,24
914,Germany,Europe,Content,Beginner,83.03,2024-05-28,Pro,5.0,9
915,Australia,Europe,Marketing,Expert,50.88,2025-01-15,Free,4.8,29
916,India,Europe,Cloud,Beginner,43.37,2026-02-03,Pro,3.2,23
917,Singapore,North America,Web Development,Expert,62.40,2024-04-18,Elite,3.9,40
918,Germany,South America,Cloud,Intermediate,86.51,2024-09-15,Elite,3.7,3
919,Singapore,Europe,Content,Expert,32.01,2025-05-07,Elite,3.3,47
920,USA,Europe,Data & AI,Beginner,98.55,2024-07-06,Pro,3.2,18
921,Brazil,North America,Content,Expert,93.79,2024-10-13,Pro,3.9,43
922,Australia,North America,UI/UX,Expert,46.73,2025-12-03,Pro,4.8,8
923,Brazil,Asia,Data & AI,Beginner,34.91,2023-11-11,Elite,3.8,35
924,Germany,Europe,Content,Beginner,68.11,2025-04-22,Pro,3.9,1
925,Singapore,Asia,Data & AI,Intermediate,29.10,2025-06-13,Pro,3.1,17
926,Canada,North America,Content,Intermediate,48.83,2023-08-04,Free,4.0,8
927,USA,Asia,Marketing,Beginner,64.30,2024-10-26,Free,3.5,16
928,USA,Europe,Data & AI,Expert,37.79,2025-04-05,Free,3.9,32
929,Australia,South America,Web Development,Beginner,89.40,2025-02-22,Free,4.5,27
930,Canada,North America,Content,Expert,25.71,2024-11-02,Elite,4.6,37
931,UK,North America,UI/UX,Intermediate,65.94,2025-03-07,Pro,3.2,37
932,Singapore,North America,Marketing,Intermediate,21.24,2023-07-17,Free,4.9,2
933,Australia,Europe,Content,Beginner,31.07,2026-01-20,Free,4.2,38
934,Australia,North America,UI/UX,Expert,35.43,2023-11-28,Pro,3.1,21
935,Brazil,Asia,Cloud,Intermediate,37.27,2024-02-23,Elite,4.8,18
936,UK,Asia,Marketing,Beginner,29.63,2024-04-01,Pro,3.7,45
937,USA,Europe,Content,Intermediate,74.53,2024-05-17,Pro,3.5,25
938,Brazil,South America,Content,Intermediate,96.47,2025-02-17,Elite,4.3,46
939,Brazil,South America,Marketing,Beginner,97.66,2024-11-10,Free,4.5,6
940,Brazil,North America,Marketing,Beginner,82.00,2023-09-16,Elite,3.8,36
941,Brazil,South America,Content,Beginner,79.61,2025-10-18,Free,4.9,28
942,India,North America,Marketing,Beginner,28.57,2025-06-17,Pro,4.2,26
943,India,North America,Web Development,Expert,94.35,2026-01-03,Elite,3.3,47
944,Brazil,North America,Data & AI,Expert,20.26,2025-06-07,Elite,4.8,41
945,Canada,South America,Data & AI,Expert,21.83,2023-09-13,Elite,3.9,46
946,USA,South America,Content,Intermediate,40.58,2024-11-21,Pro,4.9,44
947,USA,North America,Web Development,Intermediate,67.21,2024-03-10,Pro,3.1,14
948,Canada,North America,Marketing,Intermediate,46.97,2023-09-15,Pro,4.9,44
949,Germany,Europe,Marketing,Beginner,46.16,2024-01-22,Elite,3.3,27
950,Brazil,Asia,Data & AI,Intermediate,45.14,2024-06-06,Pro,3.5,41
951,Singapore,South America,Marketing,Beginner,68.82,2024-08-21,Elite,3.1,14
952,UK,North America,Cloud,Intermediate,45.66,2024-03-18,Pro,4.6,48
953,UK,North America,Cloud,Beginner,38.97,2023-08-28,Pro,3.6,15
954,Brazil,North America,Cloud,Beginner,37.84,2023-10-05,Elite,4.4,16
955,Germany,Europe,Data & AI,Intermediate,67.73,2023-09-23,Pro,3.1,4
956,India,Asia,Cloud,Beginner,53.67,2024-02-09,Pro,3.9,21
957,Germany,North America,UI/UX,Intermediate,49.22,2025-01-25,Elite,3.7,32
958,Australia,Europe,Cloud,Beginner,22.87,2023-11-19,Pro,3.9,2
959,Brazil,Asia,Web Development,Beginner,79.63,2024-01-21,Pro,3.4,39
960,Canada,North America,Cloud,Expert,70.27,2024-08-14,Free,5.0,17
961,Singapore,Europe,Data & AI,Beginner,32.76,2024-03-04,Pro,3.6,19
962,UK,Europe,Web Development,Beginner,53.52,2023-10-04,Free,4.9,46
963,Canada,Europe,Content,Beginner,23.03,2023-09-22,Elite,3.8,42
964,Germany,North America,UI/UX,Intermediate,60.15,2025-03-27,Elite,4.3,2
965,Singapore,South America,Marketing,Beginner,71.14,2025-12-20,Free,4.5,13
966,UK,Europe,Marketing,Intermediate,62.10,2023-08-26,Free,4.2,32
967,Singapore,North America,Cloud,Intermediate,61.21,2025-01-09,Elite,3.5,44
968,USA,North America,Web Development,Intermediate,78.81,2024-07-08,Pro,4.3,19
969,India,South America,Data & AI,Beginner,56.91,2024-08-01,Elite,3.2,44
970,India,Europe,UI/UX,Intermediate,34.71,2025-11-10,Elite,3.9,8
971,Canada,Asia,Content,Intermediate,69.18,2024-08-16,Free,3.2,47
972,Canada,Asia,Content,Beginner,47.55,2025-09-14,Pro,3.1,41
973,India,Europe,Marketing,Intermediate,99.37,2024-04-16,Free,4.0,36
974,Australia,North America,Web Development,Expert,73.76,2023-11-15,Elite,4.1,15
975,Germany,South America,Content,Expert,61.33,2025-06-03,Pro,3.4,23
976,Australia,South America,Cloud,Expert,20.45,2023-12-02,Pro,4.8,25
977,Singapore,North America,Web Development,Expert,64.00,2023-08-28,Free,5.0,19
978,Singapore,Asia,Marketing,Intermediate,42.29,2024-11-15,Elite,4.1,30
979,Canada,North America,Data & AI,Beginner,98.11,2025-03-12,Free,4.9,30
980,Brazil,South America,Marketing,Intermediate,25.34,2025-01-09,Free,4.5,50
981,USA,North America,Data & AI,Expert,80.98,2024-07-18,Free,4.2,38
982,Australia,South America,Marketing,Expert,49.70,2026-01-27,Pro,3.7,18
983,Singapore,Asia,Marketing,Intermediate,80.99,2024-03-08,Free,3.4,6
984,Australia,South America,Marketing,Expert,32.06,2023-10-24,Free,4.9,49
985,USA,Europe,Cloud,Beginner,68.22,2023-12-31,Elite,3.6,35
986,USA,Europe,UI/UX,Intermediate,32.93,2024-11-25,Free,3.2,6
987,Canada,Asia,Marketing,Expert,56.11,2024-07-29,Elite,3.2,21
988,Australia,Europe,Content,Beginner,49.79,2023-11-28,Elite,3.5,48
989,Canada,Asia,Content,Intermediate,42.78,2023-07-27,Pro,4.7,26
990,Canada,Asia,Data & AI,Expert,91.17,2024-02-10,Pro,3.2,20
991,Brazil,Asia,Cloud,Intermediate,81.98,2025-10-01,Elite,4.9,15
992,UK,Asia,Web Development,Beginner,23.91,2026-01-19,Elite,4.3,0
993,Canada,Europe,Cloud,Beginner,98.45,2025-04-25,Elite,4.4,22
994,USA,North America,Web Development,Beginner,22.34,2025-11-23,Free,4.7,21
995,Canada,Europe,Web Development,Beginner,43.78,2024-02-14,Elite,4.0,9
996,Canada,Europe,Web Development,Intermediate,91.61,2025-02-22,Pro,4.5,3
997,Canada,North America,Cloud,Expert,57.87,2025-03-19,Elite,4.1,2
998,India,Europe,Marketing,Intermediate,75.26,2025-07-17,Free,4.7,19
999,UK,Europe,Data & AI,Expert,34.12,2024-01-31,Elite,3.6,24
1000,India,North America,UI/UX,Beginner,32.98,2023-10-15,Free,4.4,49
1001,Canada,Europe,Cloud,Intermediate,59.76,2025-11-21,Free,4.9,42
1002,Singapore,South America,Content,Expert,56.69,2024-03-07,Elite,3.3,34
1003,Canada,Europe,UI/UX,Intermediate,63.64,2025-01-11,Elite,4.3,33
1004,Brazil,North America,Web Development,Beginner,45.56,2023-10-03,Elite,3.6,40
1005,Germany,South America,Content,Expert,98.28,2024-03-02,Pro,4.5,49
1006,USA,Europe,Marketing,Intermediate,58.55,2026-02-17,Free,3.9,34
1007,Singapore,Europe,Cloud,Intermediate,60.32,2025-09-13,Elite,3.5,39
1008,Brazil,North America,Data & AI,Intermediate,71.13,2024-03-04,Pro,3.3,14
1009,Singapore,Europe,Web Development,Intermediate,31.21,2023-07-17,Elite,4.2,34
1010,Singapore,Asia,Data & AI,Expert,74.83,2023-09-28,Elite,3.8,8
1011,USA,South America,Marketing,Intermediate,25.07,2025-02-10,Free,3.6,36
1012,India,Asia,UI/UX,Expert,92.87,2024-07-17,Pro,3.4,9
1013,Brazil,Asia,Content,Beginner,80.35,2025-08-26,Free,4.3,20
1014,USA,South America,Web Development,Expert,24.14,2025-12-31,Pro,4.7,43
1015,Singapore,Europe,Web Development,Beginner,84.86,2025-07-17,Pro,3.1,5
1016,UK,Asia,UI/UX,Intermediate,59.84,2023-12-07,Elite,3.6,47
1017,Germany,North America,Content,Expert,34.64,2023-08-11,Elite,4.9,1
1018,Australia,Asia,Web Development,Expert,22.99,2024-12-04,Elite,3.5,20
1019,Singapore,North America,Cloud,Expert,24.27,2025-04-17,Free,4.2,48
1020,Singapore,South America,Marketing,Intermediate,74.41,2024-06-28,Elite,4.1,47
1021,Canada,South America,Marketing,Intermediate,40.69,2025-01-13,Free,4.7,34
1022,UK,Asia,Content,Intermediate,98.07,2024-01-02,Elite,4.4,27
1023,Australia,Asia,Marketing,Expert,37.47,2023-12-30,Free,4.2,9
1024,UK,Europe,Cloud,Beginner,55.18,2024-10-18,Elite,4.6,11
1025,Canada,Europe,Cloud,Intermediate,34.51,2023-08-30,Pro,4.5,1
1026,Australia,Europe,Marketing,Beginner,72.33,2023-07-09,Elite,3.7,18
1027,Singapore,Asia,Content,Beginner,22.00,2024-12-27,Free,4.0,46
1028,Germany,South America,Marketing,Beginner,86.34,2024-05-18,Elite,4.2,25
1029,Canada,Asia,Data & AI,Intermediate,75.69,2023-10-03,Elite,4.0,22
1030,UK,South America,Web Development,Expert,89.21,2024-11-06,Free,4.0,4
1031,Canada,Asia,Data & AI,Beginner,78.68,2023-08-23,Elite,4.0,16
1032,Germany,Europe,Data & AI,Expert,75.28,2026-01-01,Pro,3.9,43
1033,Australia,Asia,UI/UX,Beginner,62.65,2025-05-04,Pro,3.7,18
1034,Germany,North America,Data & AI,Expert,43.07,2024-09-22,Pro,5.0,42
1035,Canada,South America,Data & AI,Beginner,67.82,2025-01-11,Pro,4.4,23
1036,India,South America,Web Development,Beginner,95.56,2024-02-22,Elite,3.6,18
1037,USA,Asia,Content,Beginner,55.20,2024-08-17,Pro,4.2,21
1038,UK,Europe,UI/UX,Expert,43.53,2024-04-20,Pro,4.8,42
1039,Germany,Asia,Web Development,Intermediate,52.94,2025-05-21,Elite,5.0,47
1040,Canada,Asia,Web Development,Expert,70.15,2023-07-28,Free,3.6,50
1041,Germany,Europe,Marketing,Intermediate,20.01,2025-02-22,Pro,3.1,28
1042,Australia,North America,Web Development,Intermediate,83.11,2024-04-20,Pro,4.0,43
1043,India,North America,Web Development,Intermediate,32.32,2024-01-23,Elite,4.0,12
1044,USA,North America,Data & AI,Beginner,20.20,2023-10-10,Pro,3.4,12
1045,Germany,Asia,Marketing,Expert,87.05,2025-08-28,Pro,4.4,49
1046,Canada,South America,Marketing,Expert,75.32,2024-06-29,Pro,4.7,10
1047,Canada,Asia,UI/UX,Beginner,74.33,2025-05-23,Pro,4.8,44
1048,India,Asia,UI/UX,Intermediate,87.10,2024-03-04,Pro,3.8,26
1049,India,South America,Cloud,Intermediate,75.24,2024-06-27,Free,3.4,19
1050,Australia,South America,Data & AI,Intermediate,55.08,2023-12-24,Pro,3.2,13
1051,UK,North America,Data & AI,Beginner,97.02,2025-07-01,Free,3.8,29
1052,Germany,South America,Cloud,Intermediate,43.70,2024-11-26,Free,3.9,31
1053,Brazil,Asia,UI/UX,Intermediate,86.06,2025-09-15,Elite,4.8,15
1054,Brazil,South America,Marketing,Expert,84.99,2024-10-31,Free,4.5,22
1055,Singapore,Asia,Marketing,Intermediate,64.40,2024-04-28,Elite,3.0,6
1056,Singapore,North America,Marketing,Expert,73.22,2025-10-15,Pro,4.2,2
1057,Singapore,Europe,Content,Intermediate,47.16,2024-07-16,Elite,5.0,2
1058,India,South America,Content,Expert,70.02,2023-10-22,Elite,4.8,41
1059,Germany,South America,UI/UX,Expert,81.10,2025-07-20,Free,3.3,50
1060,Brazil,South America,Data & AI,Expert,43.38,2024-12-09,Free,3.8,6
1061,UK,North America,Marketing,Beginner,48.34,2024-04-03,Elite,4.3,6
1062,UK,North America,Data & AI,Beginner,59.11,2023-09-26,Free,3.5,34
1063,Canada,Europe,UI/UX,Beginner,22.53,2025-03-02,Elite,3.5,47
1064,India,South America,Cloud,Beginner,81.09,2024-08-09,Pro,4.3,4
1065,Australia,Asia,Marketing,Intermediate,26.52,2025-01-24,Elite,3.8,13
1066,Australia,South America,Web Development,Intermediate,94.59,2024-05-18,Elite,4.6,27
1067,Brazil,Asia,Data & AI,Beginner,83.48,2024-11-21,Elite,4.6,23
1068,Brazil,North America,UI/UX,Expert,38.49,2025-09-16,Pro,3.8,25
1069,Brazil,Asia,Web Development,Expert,87.61,2024-04-02,Elite,4.9,44
1070,Australia,Europe,Cloud,Expert,25.74,2023-10-28,Elite,4.3,27
1071,Australia,South America,Web Development,Intermediate,39.55,2023-10-02,Pro,4.2,17
1072,UK,Asia,Content,Intermediate,28.44,2024-06-20,Pro,4.9,25
1073,USA,Asia,Web Development,Intermediate,65.64,2023-07-24,Pro,3.7,26
1074,India,Asia,Data & AI,Beginner,32.65,2025-12-26,Elite,3.4,31
1075,Canada,Europe,Web Development,Intermediate,69.21,2025-10-06,Elite,4.3,1
1076,Singapore,Asia,Web Development,Expert,51.51,2026-01-19,Free,3.5,28
1077,Canada,Europe,Data & AI,Expert,81.65,2024-11-08,Free,3.7,42
1078,India,Europe,Data & AI,Intermediate,53.50,2023-12-03,Elite,3.1,37
1079,Brazil,Asia,Marketing,Beginner,21.70,2025-10-12,Pro,4.0,27
1080,India,Asia,Web Development,Beginner,38.70,2025-01-09,Pro,3.4,42
1081,Canada,Asia,Content,Intermediate,25.25,2025-02-08,Free,4.8,17
1082,Canada,North America,UI/UX,Intermediate,84.45,2023-12-13,Free,4.6,44
1083,Germany,North America,Data & AI,Expert,36.21,2024-06-20,Free,4.5,9
1084,UK,South America,Data & AI,Expert,57.94,2025-02-14,Pro,3.4,2
1085,Australia,North America,Marketing,Intermediate,56.15,2024-11-15,Pro,4.3,23
1086,Canada,North America,Marketing,Beginner,47.86,2024-04-18,Pro,3.5,25
1087,India,Asia,Content,Expert,52.46,2025-06-03,Pro,4.2,45
1088,Germany,Asia,Cloud,Beginner,66.40,2025-07-15,Free,3.5,43
1089,Singapore,North America,UI/UX,Intermediate,40.54,2023-09-21,Elite,3.2,31
1090,UK,North America,UI/UX,Expert,32.41,2024-10-10,Free,3.1,16
1091,UK,North America,UI/UX,Expert,61.31,2024-01-08,Free,4.9,9
1092,Brazil,Europe,Cloud,Intermediate,74.48,2024-11-22,Elite,5.0,34
1093,Canada,South America,UI/UX,Intermediate,99.98,2024-08-06,Pro,3.2,33
1094,Singapore,Asia,Web Development,Intermediate,63.96,2023-11-16,Elite,3.7,22
1095,Singapore,South America,Web Development,Intermediate,44.84,2025-03-05,Free,3.6,49
1096,Singapore,South America,Content,Beginner,35.48,2025-08-05,Free,4.1,15
1097,Germany,North America,UI/UX,Expert,44.19,2024-05-26,Elite,4.9,11
1098,India,South America,Data & AI,Beginner,67.02,2026-02-04,Free,4.5,42
1099,UK,Asia,Data & AI,Beginner,47.72,2025-10-31,Free,3.6,2
1100,Germany,North America,Cloud,Beginner,21.28,2023-10-28,Pro,4.5,32
1101,India,South America,Marketing,Expert,42.80,2025-09-21,Free,3.1,34
1102,India,Asia,UI/UX,Intermediate,91.46,2025-04-11,Free,4.9,9
