bid_id,project_id,freelancer_id,bid_amount,bid_date,bid_status
2993,737,53,185.68,2024-06-30,Accepted
2994,5918,1914,2471.08,2024-12-13,Rejected
2995,5311,2775,2354.06,2026-01-22,Pending
2996,5319,2575,2556.60,2025-07-29,Accepted
2997,4471,458,1427.15,2026-02-25,Pending
2998,1324,1574,750.96,2024-10-01,Accepted
2999,4387,2971,1071.94,2025-07-21,Pending
3000,1745,251,2156.06,2025-03-01,Accepted
3001,5760,2468,1423.42,2025-02-22,Pending
3002,394,1960,1071.13,2024-11-22,Accepted
3003,2438,881,1476.70,2024-12-24,Pending
3004,5226,1807,2543.66,2024-07-31,Accepted
3005,5906,1580,1452.52,2025-10-11,Pending
3006,905,760,1046.07,2024-09-09,Pending
3007,395,466,106.99,2025-07-10,Rejected
3008,1315,881,484.41,2025-04-19,Accepted
3009,2817,2719,2242.52,2026-03-10,Pending
3010,1663,234,1173.50,2025-02-18,Accepted
3011,632,27,2120.93,2025-09-09,Rejected
3012,3186,195,598.93,2024-06-12,Pending
3013,4733,1968,639.64,2025-11-08,Rejected
3014,449,332,1699.23,2024-07-24,Accepted
3015,4141,1111,324.60,2025-09-18,Accepted
3016,3514,2779,239.53,2025-11-14,Rejected
3017,105,1050,1876.56,2025-07-09,Rejected
3018,2830,2695,1541.48,2024-06-07,Rejected
3019,4958,2576,407.03,2025-01-26,Rejected
3020,1599,1207,722.03,2025-07-22,Pending
3021,2379,2313,2390.68,2025-09-28,Pending
3022,4971,1694,2083.00,2024-08-31,Pending
3023,258,1170,821.93,2026-03-01,Accepted
3024,3094,235,1098.17,2025-07-30,Pending
3025,4237,354,2549.88,2025-09-19,Rejected
3026,2796,1633,2528.08,2025-10-19,Rejected
3027,584,1890,1101.08,2025-03-30,Pending
3028,3760,1838,2334.23,2025-09-25,Rejected
3029,3993,1782,433.83,2025-04-21,Accepted
3030,5559,2927,2102.33,2025-06-04,Rejected
3031,60,201,565.25,2025-12-02,Rejected
3032,3891,2728,2264.15,2025-06-17,Rejected
3033,3509,2253,1118.92,2025-12-07,Accepted
3034,597,95,1005.14,2025-10-10,Pending
3035,876,460,1211.78,2025-11-24,Rejected
3036,3806,2646,442.91,2024-06-16,Accepted
3037,3601,282,563.47,2026-02-10,Pending
3038,1160,2567,440.01,2025-09-11,Pending
3039,795,460,1199.56,2025-03-14,Pending
3040,4296,1155,1924.76,2025-02-13,Pending
3041,3748,331,2004.20,2025-05-10,Accepted
3042,1971,2321,722.19,2025-09-23,Pending
3043,2668,1931,901.40,2026-02-24,Accepted
3044,192,22,1732.94,2024-12-20,Accepted
3045,3422,2836,1088.61,2025-03-25,Accepted
3046,4976,2083,1907.73,2025-01-14,Accepted
3047,3975,807,2049.45,2024-06-11,Pending
3048,161,2167,510.56,2026-02-19,Accepted
3049,5574,393,1711.42,2025-04-29,Accepted
3050,4188,2960,879.85,2024-08-25,Rejected
3051,774,192,643.71,2024-10-11,Accepted
3052,324,2575,1336.96,2025-05-26,Rejected
3053,5925,21,2338.41,2024-10-31,Accepted
3054,5979,184,1470.12,2024-12-03,Pending
3055,1174,2856,2006.87,2024-06-16,Rejected
3056,2225,684,2419.35,2025-07-05,Accepted
3057,1101,2176,866.90,2024-11-22,Rejected
3058,2940,1216,987.33,2026-01-22,Pending
3059,3228,1614,2370.48,2024-08-07,Rejected
3060,3178,109,1778.13,2024-09-15,Accepted
3061,785,2393,838.40,2024-09-29,Pending
3062,2756,544,1065.73,2024-09-20,Rejected
3063,1565,1063,1201.95,2026-02-05,Pending
3064,4625,1605,834.06,2024-12-24,Accepted
3065,3791,215,1724.07,2026-01-15,Pending
3066,5630,1002,989.35,2024-08-24,Accepted
3067,797,251,2167.02,2025-05-26,Pending
3068,4921,815,283.74,2024-08-15,Accepted
3069,3206,2292,119.69,2025-07-31,Pending
3070,1117,2553,1939.46,2025-02-13,Pending
3071,4984,1842,1072.05,2026-01-22,Accepted
3072,4553,225,1532.37,2024-07-31,Pending
3073,3020,1938,594.56,2025-12-11,Accepted
3074,1591,2298,378.57,2025-04-02,Pending
3075,328,2059,1225.04,2024-07-29,Rejected
3076,2027,1623,344.85,2025-10-25,Accepted
3077,139,1590,926.82,2025-07-06,Pending
3078,2871,2387,848.24,2025-02-27,Accepted
3079,1617,2945,765.74,2024-10-20,Accepted
3080,364,1111,1963.53,2025-03-25,Rejected
3081,4574,369,1389.48,2025-06-23,Rejected
3082,2851,544,1410.59,2024-07-20,Pending
3083,3073,2293,101.51,2025-07-30,Pending
3084,1522,1619,1780.48,2025-08-01,Accepted
3085,1457,2583,1285.61,2025-10-30,Rejected
3086,4442,900,2164.93,2025-11-17,Rejected
3087,3421,1894,917.87,2024-11-02,Rejected
3088,1619,2511,2222.25,2024-08-31,Accepted
3089,3557,1812,502.11,2024-10-01,Accepted
3090,2234,2834,864.05,2025-01-12,Accepted
3091,3703,2204,1297.75,2024-12-27,Pending
3092,675,2846,1434.28,2025-02-07,Pending
3093,4036,691,198.94,2025-10-31,Accepted
3094,3532,903,2031.14,2026-01-31,Pending
3095,518,275,1979.47,2025-02-05,Rejected
3096,1869,965,1010.95,2024-11-11,Accepted
3097,5177,53,668.32,2024-10-28,Rejected
3098,1564,1420,2204.83,2024-07-31,Rejected
3099,5392,2252,2321.98,2025-01-28,Accepted
3100,1427,2124,1616.97,2024-09-28,Pending
3101,5880,583,1555.65,2025-03-12,Pending
3102,5675,1636,776.52,2024-11-16,Accepted
3103,3788,567,2527.93,2025-07-26,Pending
3104,4739,1335,1729.13,2026-01-14,Accepted
3105,4375,1481,649.88,2025-06-11,Pending
3106,2238,485,1389.20,2025-10-10,Accepted
3107,2292,536,2427.34,2024-07-09,Pending
3108,1548,1094,193.81,2025-06-30,Accepted
3109,421,2922,1650.45,2026-03-12,Accepted
3110,3320,1592,1849.58,2024-12-04,Rejected
3111,5887,1155,2542.59,2024-08-21,Pending
3112,1464,170,725.78,2024-07-07,Pending
3113,4359,198,858.83,2024-11-08,Rejected
3114,2838,1336,362.41,2025-03-17,Rejected
3115,1948,965,1530.31,2025-05-22,Pending
3116,51,2472,1256.05,2025-05-08,Accepted
3117,3461,1377,2134.57,2026-02-06,Pending
3118,5051,2243,1287.01,2026-01-12,Accepted
3119,4278,33,885.79,2025-05-14,Rejected
3120,3624,1855,516.50,2025-10-22,Pending
3121,322,2954,821.02,2024-06-30,Accepted
3122,5201,1603,1847.81,2025-10-28,Rejected
3123,4115,1382,2110.27,2024-09-21,Accepted
3124,741,2496,1581.49,2025-05-11,Pending
3125,4592,1561,1236.22,2025-10-24,Accepted
3126,4787,13,1755.64,2025-07-28,Rejected
3127,2640,487,2189.58,2025-09-16,Pending
3128,1714,2236,706.96,2026-02-16,Accepted
3129,3218,746,101.27,2025-09-28,Accepted
3130,2178,1547,2471.01,2025-05-09,Accepted
3131,4750,118,105.97,2025-02-16,Rejected
3132,3990,1347,258.51,2025-07-20,Rejected
3133,849,2592,863.71,2026-02-12,Accepted
3134,2890,1712,1986.29,2025-12-21,Accepted
3135,4380,32,922.14,2024-12-09,Pending
3136,4839,1222,1693.69,2025-04-01,Pending
3137,3411,2204,2033.99,2025-10-19,Pending
3138,1907,298,1351.02,2024-08-01,Accepted
3139,5428,665,2476.39,2025-07-11,Accepted
3140,4731,1296,995.47,2025-05-23,Pending
3141,5365,1606,99.21,2024-10-02,Rejected
3142,5350,101,163.60,2025-01-23,Pending
3143,2556,1605,485.18,2025-02-04,Pending
3144,5719,2878,393.33,2025-11-26,Pending
3145,2453,1801,2340.31,2025-01-15,Rejected
3146,4895,2975,241.72,2025-07-22,Rejected
3147,3094,758,898.18,2026-03-12,Rejected
3148,5420,2950,2568.70,2025-03-13,Accepted
3149,122,2097,1881.52,2025-11-28,Rejected
3150,1456,236,1652.90,2025-07-24,Accepted
3151,2042,427,948.92,2026-02-04,Rejected
3152,1370,2294,1019.25,2024-11-23,Pending
3153,2231,322,257.93,2025-04-11,Pending
3154,144,2448,2576.45,2025-12-15,Pending
3155,2315,968,2282.78,2025-08-01,Pending
3156,1362,2169,1936.69,2025-02-10,Pending
3157,1673,139,1054.01,2025-08-21,Accepted
3158,1597,2476,1712.63,2025-09-28,Accepted
3159,5903,101,2221.95,2025-11-07,Rejected
3160,5409,1021,2530.81,2025-02-17,Accepted
3161,5253,2702,170.60,2025-11-24,Accepted
3162,198,2664,340.88,2025-08-27,Accepted
3163,3680,709,2165.77,2025-07-08,Pending
3164,324,240,1191.15,2024-06-26,Accepted
3165,3119,2893,1215.09,2024-09-14,Pending
3166,2243,2856,476.33,2024-11-21,Accepted
3167,2072,686,1097.15,2024-07-09,Accepted
3168,920,567,289.90,2025-09-27,Rejected
3169,4346,369,910.32,2025-03-28,Rejected
3170,1044,1748,225.37,2025-01-01,Accepted
3171,1359,1283,940.83,2024-09-25,Rejected
3172,287,899,2209.58,2025-08-19,Accepted
3173,1738,2214,866.95,2025-03-04,Accepted
3174,3948,980,1946.27,2024-08-16,Pending
3175,1894,2746,1123.43,2024-07-09,Accepted
3176,1271,132,1870.39,2024-11-16,Pending
3177,637,2838,915.54,2026-03-04,Pending
3178,623,567,1244.34,2025-10-30,Rejected
3179,4489,2437,1913.02,2025-01-26,Pending
3180,2289,1164,2334.42,2024-09-28,Accepted
3181,4416,2723,518.67,2025-01-15,Accepted
3182,4667,2463,850.08,2024-06-02,Pending
3183,1799,726,1074.93,2024-11-29,Rejected
3184,560,1889,105.44,2025-10-21,Accepted
3185,1952,417,1036.99,2024-11-25,Accepted
3186,878,1036,1765.40,2026-01-10,Pending
3187,5503,1626,428.46,2026-03-11,Accepted
3188,5133,169,1444.72,2025-05-16,Pending
3189,5349,2656,2524.47,2025-05-28,Accepted
3190,3271,2594,2493.91,2026-02-05,Accepted
3191,1864,1889,1583.51,2025-08-31,Rejected
3192,3291,281,2509.52,2024-07-27,Accepted
3193,4704,2206,2165.39,2025-09-17,Pending
3194,369,1300,1427.02,2025-02-03,Rejected
3195,3799,2111,1799.63,2025-01-22,Pending
3196,4873,2275,1534.71,2025-12-30,Rejected
3197,5403,1658,2347.87,2025-09-22,Accepted
3198,3990,2944,2048.35,2025-08-14,Pending
3199,5981,2370,2267.62,2024-06-05,Rejected
3200,3297,1271,502.29,2025-06-13,Rejected
3201,3125,43,1626.23,2025-08-17,Accepted
3202,5325,1864,1059.49,2026-01-16,Rejected
3203,5205,701,1651.94,2025-10-14,Accepted
3204,1159,786,519.49,2025-07-21,Pending
3205,4283,407,2406.29,2024-06-06,Pending
3206,3623,2312,1262.79,2025-05-05,Rejected
3207,1113,1086,2293.49,2026-01-23,Pending
3208,429,623,535.33,2025-05-31,Pending
3209,379,2001,403.46,2024-07-27,Pending
3210,2021,16,2328.31,2025-12-14,Accepted
3211,2470,1778,1956.53,2025-06-03,Accepted
3212,2832,1493,1627.67,2025-08-09,Pending
3213,1224,1774,370.04,2026-03-03,Accepted
3214,2046,2437,1931.17,2025-11-30,Accepted
3215,2384,1437,1729.98,2025-11-26,Rejected
3216,2030,2766,838.33,2025-11-27,Rejected
3217,526,700,1137.97,2024-12-19,Rejected
3218,3999,2457,1567.92,2025-12-30,Accepted
3219,5999,954,1315.00,2025-06-30,Accepted
3220,3085,2271,957.20,2026-02-02,Accepted
3221,4943,180,342.35,2025-04-14,Rejected
3222,4394,988,134.83,2025-06-27,Accepted
3223,3400,2969,506.14,2024-07-11,Accepted
3224,102,372,1721.43,2025-01-25,Pending
3225,315,2058,1376.79,2024-11-24,Pending
3226,2655,2565,970.34,2025-11-22,Pending
3227,3567,1786,623.05,2025-07-25,Pending
3228,1385,2200,1104.63,2025-09-04,Rejected
3229,878,1413,1487.73,2025-07-04,Accepted
3230,5085,1395,1924.08,2025-09-16,Rejected
3231,4312,1145,1859.24,2025-11-06,Pending
3232,1554,407,380.20,2024-07-20,Accepted
3233,697,1430,327.58,2025-01-22,Pending
3234,4226,2005,1356.43,2026-01-15,Accepted
3235,3748,1528,790.38,2025-12-14,Accepted
3236,3262,1705,2130.52,2024-09-30,Pending
3237,1406,527,1914.18,2025-02-24,Pending
3238,661,1249,2288.80,2025-09-29,Accepted
3239,5554,1795,555.31,2025-07-04,Accepted
3240,1791,1358,1578.30,2025-04-22,Accepted
3241,2995,2454,1818.84,2024-10-24,Rejected
3242,2412,1742,1549.11,2025-05-27,Rejected
3243,214,2154,1789.44,2025-07-05,Pending
3244,3651,1703,1709.89,2025-12-11,Pending
3245,5531,1858,1672.56,2024-12-26,Rejected
3246,3080,2019,664.64,2024-08-17,Accepted
3247,388,1835,970.28,2025-10-26,Accepted
3248,5357,209,1848.59,2024-07-27,Pending
3249,190,941,631.85,2025-06-18,Rejected
3250,4360,1034,1244.21,2026-02-25,Pending
3251,4768,1469,1204.81,2025-05-20,Rejected
3252,2523,2387,1335.49,2024-06-24,Pending
3253,2777,741,829.96,2025-01-08,Pending
3254,4179,2766,2014.82,2025-02-21,Rejected
3255,216,475,1627.76,2025-07-07,Pending
3256,384,92,233.04,2024-10-13,Rejected
3257,4368,2764,1898.18,2025-03-06,Pending
3258,1084,1958,1731.49,2025-04-12,Rejected
3259,2923,2969,1923.99,2024-10-15,Accepted
3260,1860,2458,1267.95,2025-07-18,Pending
3261,4824,980,181.94,2025-02-25,Accepted
3262,2353,582,2578.10,2024-07-10,Rejected
3263,3080,21,2254.48,2025-01-01,Pending
3264,1099,2435,955.83,2025-05-17,Accepted
3265,3114,1722,2338.43,2025-11-07,Pending
3266,5682,2843,978.34,2025-01-22,Rejected
3267,3701,2673,696.59,2025-12-19,Pending
3268,1709,154,1821.22,2024-11-06,Pending
3269,4220,2853,565.47,2024-06-02,Accepted
3270,2041,2852,265.68,2026-02-09,Rejected
3271,1604,1616,632.56,2025-05-25,Accepted
3272,987,1456,1912.70,2026-01-14,Pending
3273,3758,1145,2544.32,2025-03-21,Pending
3274,3825,2217,2119.85,2025-09-28,Rejected
3275,3549,2213,1405.94,2025-08-03,Accepted
3276,2624,1855,641.44,2025-01-05,Rejected
3277,2923,1722,1779.53,2025-07-09,Pending
3278,412,2411,1302.85,2024-12-21,Accepted
3279,1175,746,1872.88,2025-03-01,Pending
3280,1676,2781,754.37,2024-11-23,Accepted
3281,3995,2190,1454.38,2024-06-09,Accepted
3282,4194,1498,1691.89,2025-08-04,Accepted
3283,5889,2271,128.56,2026-01-19,Pending
3284,2257,2909,878.11,2024-07-02,Accepted
3285,3310,431,595.21,2026-01-08,Rejected
3286,4554,610,1977.59,2025-01-24,Rejected
3287,3152,1642,1562.53,2026-02-24,Pending
3288,3526,323,2170.30,2025-12-10,Rejected
3289,5722,1210,2334.67,2025-12-30,Pending
3290,2985,673,2067.18,2026-01-03,Rejected
3291,4992,1612,157.69,2025-09-11,Pending
3292,2872,715,2316.81,2024-06-14,Accepted
3293,4190,2158,1478.11,2026-01-11,Pending
3294,3622,947,1616.42,2026-02-01,Rejected
3295,5928,615,1332.38,2024-12-27,Rejected
3296,2354,255,2061.67,2024-06-28,Accepted
3297,2008,1723,1755.20,2024-08-11,Rejected
3298,4033,2949,1873.83,2025-04-30,Pending
3299,3564,526,2393.72,2025-10-04,Accepted
3300,1491,1387,2169.68,2025-07-26,Rejected
3301,3184,1718,836.77,2026-01-22,Accepted
3302,36,942,332.96,2026-01-18,Accepted
3303,2069,2740,377.73,2025-12-22,Rejected
3304,688,495,1317.16,2026-02-02,Pending
3305,4436,1231,1470.52,2024-10-02,Pending
3306,2636,2978,362.50,2026-01-06,Accepted
3307,5737,2037,1577.92,2025-11-24,Accepted
3308,740,39,1248.04,2025-04-01,Pending
3309,3651,1424,326.44,2024-10-06,Accepted
3310,5127,1126,921.69,2025-05-19,Rejected
3311,4973,2343,307.29,2025-02-28,Pending
3312,4977,744,2049.03,2024-06-11,Rejected
3313,1948,612,2508.92,2024-11-19,Accepted
3314,4678,2213,1632.22,2025-06-05,Rejected
3315,2778,913,823.17,2025-04-13,Pending
3316,1670,2993,856.78,2024-08-31,Rejected
3317,1975,1890,619.94,2024-11-04,Pending
3318,2593,164,121.40,2026-02-12,Rejected
3319,865,1856,2120.81,2026-01-17,Pending
3320,1658,1959,892.65,2025-11-20,Rejected
3321,5929,126,1316.87,2025-01-13,Pending
3322,4176,2924,534.81,2025-08-20,Accepted
3323,3324,2919,147.10,2025-04-17,Pending
3324,579,1525,1654.09,2025-07-05,Pending
3325,5453,982,402.64,2025-07-28,Rejected
3326,2498,1116,1421.02,2025-01-18,Pending
3327,2070,2170,395.29,2024-07-27,Accepted
3328,4569,2617,758.21,2024-08-08,Rejected
3329,93,1569,675.16,2025-02-10,Accepted
3330,4282,1675,355.15,2025-10-05,Rejected
3331,1255,464,838.93,2025-03-11,Accepted
3332,3723,930,889.56,2026-03-12,Accepted
3333,2656,624,2454.69,2025-04-19,Rejected
3334,5477,2493,429.12,2025-05-28,Rejected
3335,3948,2143,1265.85,2026-01-31,Pending
3336,566,1391,2142.01,2025-12-10,Accepted
3337,1052,2968,1808.22,2024-07-16,Rejected
3338,808,38,1345.20,2025-02-25,Accepted
3339,5005,716,971.15,2024-11-03,Rejected
3340,3550,1995,2203.66,2024-08-06,Rejected
3341,507,1386,180.12,2025-10-22,Rejected
3342,5721,230,1927.29,2024-08-10,Rejected
3343,5587,2211,1640.06,2024-08-18,Rejected
3344,527,609,1802.45,2024-08-24,Rejected
3345,3962,1559,1135.16,2024-12-27,Accepted
3346,1147,1174,1148.78,2025-11-12,Rejected
3347,3178,1170,2462.95,2025-08-25,Accepted
3348,1868,308,2236.73,2025-03-19,Pending
3349,4260,938,156.34,2026-01-16,Rejected
3350,4621,911,196.83,2024-12-31,Accepted
3351,5246,2931,2393.15,2025-01-05,Pending
3352,3218,2903,940.22,2024-12-11,Pending
3353,3813,1821,1743.94,2025-01-29,Pending
3354,110,2144,727.81,2025-08-01,Accepted
3355,3604,1313,1173.17,2026-01-01,Accepted
3356,5753,661,160.94,2025-02-15,Pending
3357,913,1843,2028.86,2025-10-17,Pending
3358,2805,2995,1609.92,2025-11-20,Pending
3359,726,1910,2278.97,2024-12-08,Pending
3360,262,2015,1723.33,2024-06-27,Accepted
3361,1636,2450,692.51,2025-04-15,Accepted
3362,2985,144,652.52,2025-04-15,Rejected
3363,1147,2771,1681.20,2025-06-18,Pending
3364,1856,521,1296.23,2024-10-01,Pending
3365,3678,2191,630.70,2024-08-26,Rejected
3366,2533,2180,367.65,2025-05-20,Pending
3367,1073,48,219.87,2024-07-28,Pending
3368,5290,2458,2041.40,2025-04-23,Pending
3369,625,1213,1894.34,2026-03-08,Pending
3370,1835,1581,400.65,2025-11-22,Pending
3371,4680,2930,2028.85,2025-12-18,Rejected
3372,2723,2362,1316.54,2025-04-10,Accepted
3373,5417,817,752.94,2025-01-22,Accepted
3374,64,2091,202.10,2024-06-28,Pending
3375,4134,2430,1756.81,2025-04-20,Accepted
3376,2549,2062,1980.10,2024-11-06,Rejected
3377,1883,2503,597.72,2025-05-09,Rejected
3378,5257,1628,2498.80,2024-07-02,Accepted
3379,2357,1839,787.56,2024-12-13,Pending
3380,219,240,2081.78,2024-11-28,Rejected
3381,5047,1483,1764.92,2025-05-28,Rejected
3382,1865,2428,2422.86,2025-01-04,Rejected
3383,5493,144,2331.36,2025-08-27,Pending
3384,1921,370,1045.58,2025-02-14,Rejected
3385,1273,2462,820.51,2026-02-14,Rejected
3386,2693,1915,97.91,2025-10-27,Accepted
3387,3092,2594,1681.60,2024-12-25,Rejected
3388,1378,2001,1854.74,2025-05-05,Pending
3389,3674,940,2327.00,2026-01-20,Accepted
3390,178,790,1321.69,2025-01-21,Pending
3391,2666,617,440.39,2025-10-09,Accepted
3392,847,1063,1758.80,2025-01-08,Rejected
3393,4560,225,742.23,2025-06-30,Rejected
3394,311,2136,1809.39,2025-04-01,Accepted
3395,4697,523,2367.43,2024-09-20,Pending
3396,4676,1879,1309.36,2024-06-22,Accepted
3397,5701,2430,1680.94,2024-10-14,Pending
3398,2001,2025,1308.06,2024-08-31,Pending
3399,4742,33,636.46,2025-06-28,Accepted
3400,876,2821,1907.50,2025-02-26,Pending
3401,591,2795,1328.52,2025-10-04,Rejected
3402,1488,1438,564.11,2025-03-01,Accepted
3403,2261,2336,715.23,2025-05-15,Accepted
3404,4885,2932,1613.66,2025-11-03,Accepted
3405,950,767,735.44,2025-06-11,Pending
3406,5686,93,2097.62,2025-04-09,Rejected
3407,5939,1154,573.60,2024-09-30,Pending
3408,2891,2443,654.86,2025-04-17,Rejected
3409,1134,2685,440.10,2024-08-09,Rejected
3410,2705,181,1189.31,2025-06-13,Rejected
3411,1837,1011,180.78,2024-07-17,Rejected
3412,4132,1337,460.15,2025-02-14,Accepted
3413,369,408,687.83,2025-01-05,Pending
3414,763,459,382.76,2024-06-04,Accepted
3415,619,365,1796.32,2025-09-08,Rejected
3416,2662,2677,1583.28,2024-10-05,Rejected
3417,380,929,141.99,2024-07-28,Rejected
3418,1411,1124,2573.67,2025-04-16,Accepted
3419,5244,2922,1227.45,2024-08-02,Accepted
3420,3027,1061,1600.92,2024-08-04,Accepted
3421,5877,663,1582.39,2025-12-27,Rejected
3422,1771,2041,416.65,2026-03-07,Pending
3423,5084,2681,178.36,2025-01-14,Accepted
3424,1159,2170,1523.70,2024-10-06,Pending
3425,855,2381,2224.91,2024-06-04,Pending
3426,3684,2994,1237.50,2026-02-09,Rejected
3427,3116,521,527.11,2024-07-27,Accepted
3428,4049,386,2450.77,2025-03-23,Rejected
3429,1225,1840,540.52,2024-12-03,Accepted
3430,3313,2243,2371.36,2026-01-28,Pending
3431,592,1815,1887.94,2024-10-04,Accepted
3432,1132,2545,1145.00,2025-03-30,Pending
3433,5917,2798,1427.47,2024-10-29,Rejected
3434,2570,696,2459.11,2025-04-16,Rejected
3435,644,1563,252.67,2025-10-24,Pending
3436,5953,609,2295.92,2025-09-12,Pending
3437,1344,2057,2152.64,2025-04-08,Accepted
3438,5509,188,1565.17,2025-12-20,Rejected
3439,1880,2053,117.58,2025-09-15,Rejected
3440,3232,2342,2320.09,2025-07-04,Pending
3441,3788,2281,802.92,2025-06-07,Pending
3442,1087,1770,605.58,2024-09-08,Pending
3443,158,1025,1149.53,2024-10-12,Pending
3444,5753,2699,1627.94,2025-07-13,Pending
3445,2764,2302,937.80,2025-10-10,Accepted
3446,5741,126,1253.54,2024-06-11,Rejected
3447,4688,1139,1074.81,2025-03-18,Accepted
3448,2245,1016,2273.15,2025-07-03,Pending
3449,2435,534,630.64,2024-07-18,Accepted
3450,3894,2652,698.85,2025-08-21,Pending
3451,763,2445,2164.31,2024-08-31,Pending
3452,2123,1716,91.04,2024-06-20,Pending
3453,2058,238,1901.38,2025-03-21,Accepted
3454,1241,133,1176.70,2024-11-27,Accepted
3455,3493,1664,2084.09,2025-01-28,Pending
3456,583,1665,1293.89,2025-01-10,Pending
3457,3280,2156,2164.15,2024-07-05,Pending
3458,4879,1531,1988.04,2025-06-10,Accepted
3459,1462,2045,2529.78,2025-04-29,Pending
3460,1740,2293,1737.16,2025-03-27,Pending
3461,1918,2377,1744.92,2024-11-01,Rejected
3462,5887,1557,2486.78,2025-03-22,Rejected
3463,5470,1895,1134.56,2025-12-28,Pending
3464,5976,1135,1085.95,2025-12-12,Pending
3465,796,1372,2009.72,2025-12-07,Accepted
3466,4706,686,963.23,2024-07-13,Pending
3467,5111,1598,157.14,2025-11-10,Pending
3468,5615,2360,2206.18,2025-05-30,Pending
3469,4375,2603,1564.40,2025-12-04,Pending
3470,2441,1683,1321.36,2025-01-19,Rejected
3471,1354,1642,1802.71,2025-11-06,Rejected
3472,4267,1599,1015.23,2024-10-04,Accepted
3473,2987,2334,1033.15,2025-10-18,Accepted
3474,5716,2878,1037.66,2024-07-04,Accepted
3475,4004,2406,2416.09,2025-08-21,Accepted
3476,2455,1338,436.24,2024-12-13,Accepted
3477,2256,1033,1115.42,2025-08-22,Accepted
3478,1955,1271,688.96,2024-10-27,Pending
3479,3316,1808,400.12,2025-01-04,Rejected
3480,2669,2739,1116.02,2024-10-26,Pending
3481,3562,377,2212.30,2025-09-11,Rejected
3482,4507,250,1839.00,2024-07-30,Pending
3483,1347,1285,1781.14,2024-11-07,Pending
3484,5361,1068,594.37,2024-09-11,Accepted
3485,1317,561,2316.29,2024-10-13,Rejected
3486,4078,1076,895.94,2025-12-22,Pending
3487,1133,1533,2155.34,2024-07-11,Pending
3488,1586,583,2431.18,2025-08-09,Rejected
3489,1646,454,731.96,2025-12-20,Rejected
3490,5147,691,385.25,2025-01-30,Pending
3491,3909,2799,1355.23,2025-02-26,Rejected
3492,5063,428,380.40,2024-07-22,Rejected
3493,4119,2456,921.86,2024-06-15,Accepted
3494,4800,864,579.35,2025-06-16,Pending
3495,3602,17,144.05,2025-01-15,Pending
3496,2570,1901,2104.13,2024-07-27,Rejected
3497,2765,2446,998.68,2024-11-29,Accepted
3498,2538,625,1276.30,2025-05-09,Pending
3499,2550,2181,505.52,2024-06-30,Rejected
3500,1629,2209,2403.79,2024-10-29,Pending
3501,441,2873,1045.00,2024-08-22,Pending
3502,4518,255,1571.25,2025-10-20,Accepted
3503,4573,1648,2414.05,2025-03-20,Pending
3504,3982,1427,1132.42,2025-06-22,Pending
3505,2227,1315,1584.23,2024-11-07,Pending
3506,4464,1164,745.14,2025-10-25,Pending
3507,3402,1638,1776.63,2025-09-04,Rejected
3508,3134,2183,926.45,2025-08-23,Accepted
3509,4559,2834,1765.10,2025-12-27,Accepted
3510,1432,826,950.01,2025-01-09,Pending
3511,3077,421,1141.19,2025-02-27,Accepted
3512,260,69,1397.39,2024-08-21,Pending
3513,4026,804,1776.85,2024-09-12,Pending
3514,1794,1954,278.04,2025-10-01,Rejected
3515,1769,710,2034.61,2025-06-19,Accepted
3516,5345,1433,1645.84,2024-08-29,Pending
3517,318,1420,510.28,2024-08-30,Rejected
3518,2211,2130,2527.52,2025-11-04,Accepted
3519,30,2128,1377.75,2025-07-10,Accepted
3520,3133,1306,810.31,2025-12-21,Pending
3521,5328,1651,2244.44,2024-08-01,Pending
3522,2267,2988,947.40,2025-06-21,Rejected
3523,4084,31,2319.84,2026-01-09,Rejected
3524,3445,766,362.97,2024-09-18,Pending
3525,5425,581,2487.26,2024-08-26,Accepted
3526,3158,1722,1377.07,2024-12-12,Rejected
3527,5018,428,1967.52,2024-12-27,Accepted
3528,4924,2108,2443.28,2025-01-10,Pending
3529,5573,2452,324.84,2025-02-25,Accepted
3530,2043,2078,542.68,2026-01-18,Accepted
3531,1156,241,654.66,2024-11-10,Pending
3532,1556,727,2043.12,2024-12-03,Accepted
3533,5213,1200,1236.08,2024-11-29,Accepted
3534,1095,2550,571.06,2025-05-15,Pending
3535,1246,1287,2053.02,2025-09-03,Rejected
3536,5725,2540,174.74,2025-03-11,Accepted
3537,3782,1252,1890.29,2024-07-12,Rejected
3538,1126,1662,2486.17,2024-07-01,Pending
3539,1255,1638,744.98,2025-07-24,Rejected
3540,4347,1780,1037.01,2025-05-09,Rejected
3541,3543,2280,1710.78,2025-09-14,Accepted
3542,5845,874,1621.78,2025-07-28,Accepted
3543,1969,1531,666.55,2025-10-08,Pending
3544,994,1305,745.95,2024-07-16,Accepted
3545,2367,1914,2462.64,2025-11-19,Pending
3546,1098,1722,592.69,2025-12-14,Pending
3547,5520,2945,1892.99,2025-01-31,Rejected
3548,4354,274,1089.33,2024-06-17,Rejected
3549,1737,2519,1099.92,2025-12-21,Accepted
3550,4652,2217,1340.15,2025-07-09,Rejected
3551,4913,785,647.47,2026-01-22,Rejected
3552,5189,2101,1805.11,2024-06-16,Accepted
3553,49,1710,1100.63,2024-11-08,Accepted
3554,5228,109,2291.45,2025-10-15,Pending
3555,4936,686,501.02,2024-06-07,Rejected
3556,4641,1466,2564.32,2024-09-10,Accepted
