project_id,client_id,skill_category,project_budget,project_post_date,project_status,num_bids,assigned_freelancer_id,completion_date
1258,645,Marketing,1152.94,2025-06-24,Open,9,8,2025-06-29
1259,360,UI/UX,1481.87,2024-08-18,Open,14,1456,2025-10-06
1260,895,Cloud,1919.68,2024-09-13,Cancelled,15,2838,2025-06-27
1261,561,Web Development,762.78,2024-06-25,Completed,4,947,2026-02-23
1262,583,Marketing,1215.55,2026-01-05,Cancelled,10,111,2024-08-13
1263,812,UI/UX,3033.16,2024-05-27,Cancelled,8,103,2025-05-16
1264,17,UI/UX,2981.81,2025-10-14,Completed,6,2926,2025-03-15
1265,142,Data & AI,856.15,2024-07-31,Completed,1,1046,2024-12-02
1266,1054,Marketing,1671.82,2024-09-28,Cancelled,10,221,2025-05-25
1267,232,Content,272.94,2026-01-08,Open,15,2099,2025-01-26
1268,118,Marketing,899.82,2024-05-22,Cancelled,1,1085,2025-07-24
1269,468,Content,1376.66,2025-03-07,Completed,10,2946,2024-11-14
1270,1122,Content,411.66,2024-09-24,Open,9,2591,2025-01-11
1271,919,Web Development,1976.02,2024-10-31,Open,15,364,2024-08-09
1272,21,Web Development,2679.26,2025-07-02,Open,12,2247,2025-08-18
1273,968,Marketing,2521.65,2025-07-01,Cancelled,2,1884,2024-10-13
1274,472,Web Development,439.65,2025-07-26,Cancelled,3,2808,2025-12-02
1275,713,UI/UX,3035.10,2025-03-10,Open,7,569,2025-07-22
1276,212,Content,1087.92,2025-04-19,Open,1,503,2026-01-24
1277,615,UI/UX,918.36,2024-11-01,Cancelled,7,658,2025-02-28
1278,1042,Marketing,945.00,2025-04-04,Cancelled,11,2940,2024-10-15
1279,400,Data & AI,1560.33,2025-03-17,Cancelled,13,1461,2024-12-05
1280,274,Marketing,1253.41,2026-01-15,Cancelled,14,906,2025-09-06
1281,539,Web Development,1567.38,2025-02-13,Completed,12,142,2024-11-28
1282,691,Cloud,1715.58,2024-04-14,Cancelled,7,214,2026-01-10
1283,370,Cloud,1644.99,2025-11-09,Cancelled,15,2881,2025-02-05
1284,463,UI/UX,647.73,2025-04-20,Open,4,2393,2025-10-27
1285,924,Cloud,2028.99,2025-03-24,Cancelled,10,576,2025-02-20
1286,884,Data & AI,1493.87,2024-10-26,Cancelled,8,1136,2024-11-19
1287,379,Cloud,1566.65,2025-03-17,Cancelled,9,2874,2024-10-21
1288,937,UI/UX,240.23,2024-06-05,Open,11,1547,2025-03-18
1289,352,Web Development,683.86,2026-01-29,Cancelled,10,320,2025-11-10
1290,850,Content,2388.07,2024-05-17,Completed,8,885,2024-12-14
1291,33,Content,1725.05,2026-02-05,Completed,5,1529,2025-02-23
1292,606,Web Development,1729.35,2025-11-06,Completed,7,2735,2025-04-24
1293,1154,Content,1237.06,2024-09-26,Cancelled,8,2945,2025-08-09
1294,1011,Data & AI,3069.61,2025-08-03,Cancelled,3,1227,2025-07-03
1295,768,Cloud,3057.80,2025-12-28,Completed,9,1271,2025-12-05
1296,147,Data & AI,2024.63,2025-01-11,Cancelled,14,2955,2024-08-03
1297,215,Marketing,415.64,2025-05-07,Open,9,1712,2025-10-17
1298,537,UI/UX,2946.36,2024-12-31,Completed,7,1276,2026-02-20
1299,409,Web Development,1219.00,2024-10-14,Completed,14,2117,2025-06-08
1300,645,UI/UX,2597.71,2026-01-12,Completed,7,2134,2024-09-14
1301,157,Content,2789.34,2025-03-25,Completed,8,384,2025-07-03
1302,206,Cloud,1530.79,2025-02-09,Open,4,2346,2024-12-24
1303,900,Marketing,2353.01,2025-05-11,Open,5,883,2025-05-12
1304,289,Content,783.52,2026-02-03,Open,12,2179,2024-08-17
1305,689,Cloud,451.62,2024-08-11,Cancelled,2,308,2026-03-10
1306,209,Cloud,2301.28,2026-02-07,Cancelled,1,1231,2025-07-05
1307,569,Marketing,706.30,2025-09-27,Completed,8,1792,2024-11-16
1308,306,Cloud,1958.67,2024-08-26,Completed,2,1941,2024-10-11
1309,35,Content,2547.54,2024-12-23,Completed,4,462,2025-07-25
1310,186,UI/UX,1670.67,2025-02-11,Completed,2,151,2025-03-01
1311,218,Marketing,2190.86,2024-05-29,Cancelled,6,273,2025-08-08
1312,117,Marketing,2861.80,2025-10-24,Cancelled,7,2066,2024-12-24
1313,169,Data & AI,2233.94,2024-04-24,Completed,10,239,2024-12-27
1314,1140,Cloud,1887.09,2025-03-28,Open,3,2603,2025-05-18
1315,137,Web Development,2906.51,2024-10-08,Completed,15,2956,2026-03-10
1316,719,UI/UX,2688.60,2024-05-29,Cancelled,14,1640,2024-12-07
1317,835,Content,681.61,2025-01-04,Completed,5,2532,2024-08-19
1318,899,Content,1208.61,2024-09-03,Open,15,2765,2025-12-20
1319,832,Data & AI,2105.53,2025-03-13,Open,5,2004,2025-04-24
1320,146,Marketing,3017.62,2026-01-02,Cancelled,15,1144,2024-12-15
1321,69,Cloud,2359.49,2025-10-04,Completed,6,2736,2025-04-05
1322,152,Data & AI,478.02,2024-09-27,Open,5,662,2025-02-18
1323,1117,UI/UX,2560.85,2025-11-09,Completed,7,530,2025-01-26
1324,942,Marketing,2330.47,2026-01-12,Completed,11,200,2025-01-27
1325,974,Web Development,448.75,2024-04-22,Completed,11,1152,2025-01-01
1326,918,Cloud,2401.03,2025-11-03,Completed,15,2343,2026-02-04
1327,872,Marketing,1472.01,2025-03-20,Completed,8,2830,2025-09-02
1328,680,Cloud,2153.41,2025-04-10,Open,11,2162,2025-11-15
1329,747,Marketing,3007.64,2025-08-14,Cancelled,3,2462,2025-04-17
1330,99,UI/UX,2291.09,2024-11-07,Open,7,903,2025-06-25
1331,664,Marketing,1967.11,2025-11-14,Completed,15,1503,2026-02-28
1332,361,Content,1575.77,2026-01-20,Cancelled,13,1338,2026-01-06
1333,1146,Cloud,434.12,2025-04-12,Cancelled,4,883,2025-10-01
1334,1162,Web Development,2977.89,2025-05-13,Cancelled,8,252,2025-09-28
1335,575,Content,1183.14,2026-01-07,Open,6,1715,2025-11-19
1336,292,Data & AI,1250.43,2024-09-23,Cancelled,8,364,2025-03-23
1337,840,Marketing,402.56,2025-06-27,Open,4,1099,2026-02-18
1338,658,Content,1501.68,2024-11-10,Open,4,2030,2025-01-24
1339,492,Web Development,1304.82,2024-05-31,Completed,3,2265,2024-11-12
1340,130,UI/UX,1818.31,2025-01-15,Open,9,2627,2025-04-06
1341,1176,Cloud,1881.88,2024-12-20,Cancelled,7,786,2024-09-29
1342,85,Content,2567.90,2025-05-13,Open,6,2551,2025-01-22
1343,542,Marketing,1095.44,2025-04-19,Completed,7,1302,2025-01-04
1344,1080,Marketing,1844.10,2024-12-12,Open,8,31,2025-02-16
1345,844,UI/UX,769.91,2025-06-04,Open,8,1577,2025-01-02
1346,37,Data & AI,830.38,2025-07-31,Cancelled,5,1018,2026-01-16
1347,760,Content,2926.55,2024-12-31,Completed,11,736,2025-02-04
1348,1077,UI/UX,616.38,2025-12-17,Completed,10,1972,2024-10-06
1349,146,UI/UX,680.94,2026-03-09,Cancelled,5,2019,2024-10-09
1350,355,Data & AI,2261.71,2024-08-21,Open,14,2140,2024-10-15
1351,303,Content,193.86,2024-06-17,Open,13,1211,2025-01-26
1352,817,Web Development,2522.84,2024-06-30,Completed,4,1661,2024-10-11
1353,531,Cloud,2469.01,2024-11-07,Completed,4,2889,2025-12-12
1354,272,Web Development,2468.70,2025-03-31,Open,11,1344,2025-10-06
1355,939,Content,2794.27,2024-06-26,Open,15,264,2024-08-26
1356,1018,UI/UX,2422.70,2025-05-02,Open,14,1042,2024-08-08
1357,885,Data & AI,1477.70,2024-09-17,Cancelled,2,2248,2024-08-20
1358,490,Data & AI,334.36,2024-07-02,Cancelled,14,1495,2025-04-19
1359,271,Content,969.08,2024-04-15,Cancelled,5,1540,2026-03-07
1360,641,Data & AI,511.94,2025-06-03,Cancelled,11,1150,2025-11-27
1361,1196,Web Development,1865.41,2025-10-18,Completed,15,2824,2025-06-18
1362,386,Web Development,2136.02,2025-01-09,Completed,2,109,2025-11-13
1363,508,UI/UX,1077.38,2025-08-23,Open,3,2436,2025-02-24
1364,170,Web Development,1174.01,2025-10-09,Open,15,1401,2026-01-16
1365,969,Web Development,413.95,2024-10-24,Completed,1,1030,2026-02-19
1366,335,Web Development,1759.53,2024-08-30,Completed,1,1225,2025-04-25
1367,403,Content,2810.01,2024-05-09,Open,15,2165,2025-07-11
1368,44,Web Development,771.15,2024-12-20,Cancelled,4,1433,2025-11-11
1369,982,Content,2777.49,2024-07-21,Cancelled,4,2418,2025-11-19
1370,435,Marketing,2158.33,2024-05-10,Open,11,2982,2025-07-26
1371,1149,UI/UX,269.83,2024-11-17,Completed,15,2155,2025-07-06
1372,874,Web Development,1915.00,2024-06-14,Open,11,2384,2025-12-07
1373,577,Marketing,3091.54,2025-03-25,Cancelled,1,2088,2025-03-11
1374,761,Web Development,458.59,2025-08-06,Open,4,2628,2024-12-29
1375,811,Marketing,1179.80,2026-01-15,Completed,14,1092,2024-07-30
1376,1154,Data & AI,1237.86,2024-12-28,Completed,1,690,2025-01-21
1377,1106,UI/UX,434.18,2025-06-30,Completed,2,904,2024-09-22
1378,609,Content,2892.12,2025-10-02,Open,11,1752,2024-11-12
1379,281,Cloud,1079.18,2025-05-15,Open,11,1230,2025-10-23
1380,624,Data & AI,2551.61,2024-12-21,Cancelled,8,1853,2025-09-22
1381,1118,Content,2622.93,2025-10-18,Open,3,2410,2025-08-26
1382,806,Cloud,1165.24,2024-10-17,Completed,4,1655,2024-12-24
1383,312,Cloud,1646.29,2025-06-07,Cancelled,2,2996,2025-11-01
1384,133,Cloud,190.39,2025-10-14,Open,5,1910,2024-11-27
1385,32,Marketing,2046.12,2024-12-27,Completed,12,2274,2024-08-30
1386,1032,UI/UX,2632.58,2024-11-15,Open,4,1084,2025-07-10
1387,72,Web Development,2018.65,2025-10-27,Cancelled,13,321,2025-08-08
1388,616,Marketing,848.43,2026-02-12,Open,10,242,2025-04-29
1389,305,Cloud,2800.39,2024-10-28,Cancelled,9,2252,2025-08-30
1390,379,Cloud,1121.26,2024-11-28,Open,8,2278,2026-02-09
1391,939,Content,1314.52,2024-12-07,Completed,2,478,2025-08-02
1392,967,Cloud,2741.33,2025-01-26,Completed,4,1296,2026-02-25
1393,1060,Marketing,2614.36,2024-10-23,Open,10,2549,2025-11-13
1394,260,UI/UX,2883.51,2025-06-24,Completed,11,2246,2025-04-23
1395,1067,Cloud,2417.05,2025-08-23,Open,5,1950,2024-11-16
1396,748,Data & AI,173.77,2024-07-01,Open,6,825,2024-08-24
1397,387,Cloud,309.11,2024-11-16,Completed,15,2522,2025-08-20
1398,161,UI/UX,1747.31,2024-05-10,Cancelled,10,142,2025-11-05
1399,650,Marketing,1875.21,2024-08-21,Open,13,2195,2025-09-25
1400,423,Cloud,997.04,2025-11-14,Open,9,857,2024-12-14
1401,1014,Marketing,2783.77,2024-07-03,Completed,7,2274,2025-02-22
1402,1034,Web Development,272.20,2025-07-11,Cancelled,6,1735,2025-12-14
1403,460,Cloud,1015.27,2026-03-04,Open,8,1333,2026-02-23
1404,413,Content,742.68,2024-11-07,Completed,8,1207,2025-03-29
1405,750,Marketing,2848.91,2024-08-17,Completed,6,1418,2026-01-17
1406,397,Cloud,1917.99,2024-04-23,Open,2,1268,2025-01-21
1407,157,Data & AI,1440.54,2025-12-11,Completed,1,1827,2025-12-01
1408,528,UI/UX,2839.09,2025-01-25,Cancelled,5,2009,2025-05-11
1409,555,Marketing,319.09,2025-05-19,Cancelled,8,1116,2025-06-25
1410,79,Data & AI,939.84,2024-05-31,Open,14,969,2026-03-11
1411,187,Content,1847.33,2024-09-16,Open,15,2825,2026-01-21
1412,985,Content,2612.86,2025-08-12,Cancelled,6,1256,2025-10-23
1413,1032,UI/UX,1627.54,2025-06-10,Completed,10,486,2025-12-13
1414,774,Web Development,550.84,2026-03-12,Open,5,2770,2025-10-18
1415,612,Web Development,2457.50,2024-04-14,Completed,8,2679,2025-10-09
1416,373,Marketing,1597.47,2026-01-25,Cancelled,2,1243,2025-10-13
1417,1194,Cloud,1976.14,2024-11-09,Completed,9,1044,2025-04-24
1418,608,Content,2923.77,2024-10-12,Completed,9,1155,2025-01-19
1419,78,Marketing,2635.74,2024-06-03,Open,12,1036,2024-10-17
1420,954,UI/UX,3083.54,2024-11-22,Cancelled,3,2171,2025-12-12
1421,1121,UI/UX,1128.38,2024-12-10,Open,1,1336,2025-08-05
1422,689,UI/UX,990.00,2025-03-04,Open,6,812,2024-11-13
1423,834,Data & AI,2138.04,2025-05-25,Open,13,466,2025-03-10
1424,165,UI/UX,942.49,2025-04-06,Completed,9,329,2024-08-11
1425,444,Content,2209.09,2024-10-01,Cancelled,5,535,2025-09-18
1426,287,Data & AI,2855.37,2024-08-19,Completed,10,2837,2025-01-06
1427,1087,Cloud,1487.16,2025-10-23,Completed,7,2148,2025-11-29
1428,150,Cloud,2275.29,2024-04-24,Open,4,2803,2024-10-11
1429,1008,Marketing,704.97,2025-02-24,Cancelled,11,1905,2024-12-24
1430,1169,Cloud,1647.13,2025-02-08,Open,11,2095,2025-12-22
1431,210,Web Development,1294.71,2024-09-20,Completed,13,2884,2025-05-26
1432,976,Marketing,1754.77,2025-12-21,Open,3,2145,2024-08-11
1433,141,Data & AI,1323.71,2024-09-22,Completed,4,2114,2026-01-27
1434,55,Cloud,1514.47,2024-11-02,Open,2,2617,2024-10-19
1435,1176,Cloud,2514.22,2025-11-26,Completed,4,2530,2026-01-27
1436,112,Content,2763.82,2024-05-16,Completed,8,661,2025-02-23
1437,542,Cloud,2732.37,2025-11-15,Open,11,383,2024-10-19
1438,835,Content,735.36,2024-08-06,Completed,7,2794,2026-02-05
1439,1027,Marketing,234.21,2025-09-22,Cancelled,4,2924,2024-08-27
1440,772,Data & AI,1576.50,2024-11-06,Completed,5,2225,2024-10-29
1441,470,Data & AI,2648.61,2025-12-23,Cancelled,10,599,2025-10-16
1442,751,Web Development,1067.20,2025-02-01,Open,14,2127,2025-06-09
1443,842,Web Development,1364.89,2024-08-03,Cancelled,15,603,2026-03-09
1444,1123,Content,2952.27,2026-02-14,Open,8,1171,2025-12-10
1445,918,Marketing,231.52,2025-08-23,Open,7,1900,2025-05-26
1446,121,Marketing,277.40,2025-01-03,Completed,15,1870,2025-11-14
1447,468,UI/UX,2751.31,2024-11-20,Open,8,2610,2025-03-02
1448,188,Marketing,2552.83,2024-08-28,Open,13,1767,2025-03-28
1449,535,Web Development,642.89,2024-08-18,Completed,3,751,2024-08-16
1450,619,UI/UX,1181.67,2024-06-18,Completed,11,2035,2026-03-07
1451,338,Content,1430.95,2025-06-10,Cancelled,14,2149,2024-12-10
1452,140,Web Development,1600.08,2024-07-28,Open,1,2806,2025-07-11
1453,733,Marketing,828.11,2025-07-08,Cancelled,12,2947,2024-10-11
1454,246,Cloud,1331.20,2024-09-24,Cancelled,2,2204,2025-11-09
1455,474,Cloud,1459.71,2025-08-19,Cancelled,3,536,2024-12-04
1456,995,Content,756.31,2026-01-07,Open,7,2902,2024-11-02
1457,208,Web Development,1697.00,2025-12-06,Cancelled,13,2695,2025-04-05
1458,345,Content,2236.22,2025-09-27,Cancelled,14,1531,2026-02-12
1459,3,Marketing,1718.28,2025-10-22,Open,14,1069,2025-12-31
1460,316,UI/UX,2228.17,2024-10-16,Open,12,974,2024-10-25
1461,1070,Marketing,2736.66,2025-05-02,Cancelled,14,556,2025-03-23
1462,797,Content,501.24,2025-01-15,Completed,11,994,2025-03-18
1463,221,Cloud,2711.53,2025-12-12,Completed,11,2733,2025-06-08
1464,597,Data & AI,2401.29,2025-12-25,Completed,13,2583,2025-11-16
1465,958,Cloud,2187.29,2024-06-05,Cancelled,1,1050,2024-09-28
1466,215,Data & AI,704.47,2025-07-24,Open,14,1250,2025-07-22
1467,431,Marketing,2029.56,2024-06-06,Open,11,2270,2024-08-02
1468,422,Web Development,1834.15,2024-12-25,Cancelled,5,1860,2024-08-28
1469,193,Marketing,465.18,2025-05-29,Completed,13,1408,2025-12-19
1470,451,UI/UX,2789.75,2025-05-21,Cancelled,14,33,2024-08-15
1471,137,Web Development,1397.39,2024-04-25,Open,5,2861,2024-09-14
1472,427,Cloud,761.81,2025-03-16,Completed,13,23,2025-04-26
1473,665,UI/UX,2473.89,2025-03-26,Cancelled,7,525,2024-11-17
1474,898,Data & AI,2431.79,2024-04-17,Cancelled,6,1404,2024-11-06
1475,472,Data & AI,2757.81,2025-01-28,Open,12,2716,2025-10-06
1476,948,Content,860.24,2026-02-26,Cancelled,3,723,2025-04-12
1477,619,Web Development,2486.41,2024-05-31,Completed,7,2877,2025-07-01
1478,408,Web Development,1693.29,2025-12-17,Open,9,1382,2025-08-06
1479,955,Content,1582.98,2025-03-17,Open,6,2640,2024-08-30
1480,846,UI/UX,1959.27,2024-09-08,Completed,9,1821,2025-03-12
1481,345,Data & AI,2555.44,2024-08-12,Completed,4,730,2025-12-09
1482,945,UI/UX,597.19,2025-03-24,Open,1,2656,2025-12-18
1483,1003,UI/UX,1006.42,2024-08-07,Cancelled,3,476,2025-06-10
1484,872,Cloud,488.95,2025-08-01,Cancelled,2,1616,2025-03-03
1485,742,Marketing,670.22,2025-01-30,Cancelled,15,2368,2025-09-10
1486,823,Data & AI,2028.63,2024-08-05,Completed,11,2650,2026-01-04
1487,669,Cloud,641.42,2025-03-23,Cancelled,9,2853,2025-10-19
1488,3,Content,2715.26,2024-09-14,Open,10,2356,2025-10-14
1489,193,Web Development,1003.17,2024-09-21,Open,11,63,2024-10-16
1490,468,Marketing,595.61,2024-11-27,Open,2,2487,2025-08-25
1491,1184,UI/UX,1192.36,2024-10-24,Cancelled,8,1529,2026-03-08
1492,1173,UI/UX,382.62,2025-05-06,Open,8,1997,2025-04-28
1493,1114,Content,2638.59,2024-04-24,Cancelled,12,190,2025-11-09
1494,1190,UI/UX,2335.12,2024-11-20,Completed,14,1905,2025-10-17
1495,867,Data & AI,1924.02,2025-09-24,Open,4,2076,2024-07-25
1496,1032,Content,674.01,2025-10-14,Cancelled,10,2063,2025-07-05
1497,636,UI/UX,2595.58,2025-04-24,Completed,8,2622,2024-10-21
1498,327,Data & AI,1887.81,2025-03-29,Open,11,405,2024-12-07
1499,107,Cloud,2560.04,2025-10-25,Open,4,1685,2025-02-23
1500,914,Cloud,139.61,2024-11-30,Completed,2,1575,2025-01-20
1501,158,Data & AI,1873.25,2025-04-15,Completed,2,1000,2024-08-03
1502,1178,Data & AI,2757.57,2024-05-11,Open,15,2976,2024-08-20
1503,978,Content,2844.08,2025-10-19,Cancelled,7,2645,2025-06-10
1504,839,UI/UX,2664.02,2024-06-11,Cancelled,15,241,2025-02-27
1505,803,Data & AI,1891.23,2024-04-16,Open,11,2175,2024-07-22
1506,1043,UI/UX,2614.54,2024-08-27,Open,1,1252,2024-09-11
1507,666,Data & AI,2570.52,2025-01-13,Open,8,453,2025-07-31
1508,506,UI/UX,389.91,2024-09-28,Open,11,505,2025-11-05
1509,155,Content,2803.29,2025-09-17,Cancelled,6,499,2025-10-20
1510,205,Web Development,2156.77,2024-08-27,Completed,15,1094,2025-07-02
1511,90,Content,2533.26,2026-01-13,Completed,15,1143,2025-09-02
1512,879,Marketing,325.63,2026-02-20,Completed,15,1383,2024-10-01
1513,15,Web Development,1277.89,2024-11-18,Cancelled,1,2861,2024-11-13
1514,735,Cloud,2877.54,2026-03-01,Cancelled,6,1242,2025-04-04
1515,988,Marketing,1439.60,2025-03-14,Cancelled,4,928,2025-09-27
1516,592,Cloud,2017.51,2025-05-10,Completed,2,2174,2025-10-25
1517,595,Marketing,127.87,2025-06-20,Open,4,1568,2025-09-17
1518,285,Web Development,1829.92,2025-01-11,Cancelled,15,780,2026-03-09
1519,632,Marketing,2217.51,2025-03-01,Completed,10,1415,2025-01-27
1520,695,UI/UX,1442.38,2025-03-04,Cancelled,2,313,2025-09-04
1521,809,UI/UX,516.50,2024-11-05,Cancelled,8,307,2024-10-18
1522,77,Content,491.60,2025-02-14,Completed,14,1194,2025-10-23
1523,325,UI/UX,2140.06,2024-05-19,Cancelled,9,157,2025-09-19
1524,185,Cloud,195.93,2024-10-21,Open,9,447,2025-07-20
1525,646,Marketing,1893.96,2025-04-22,Cancelled,10,1668,2024-10-13
1526,191,Content,1362.13,2025-06-04,Completed,14,2664,2025-02-20
1527,8,Marketing,2289.46,2025-04-03,Cancelled,13,781,2025-10-01
1528,1041,Cloud,135.60,2024-07-11,Completed,14,545,2025-08-16
1529,818,Content,831.36,2025-05-27,Completed,15,2393,2025-03-11
1530,640,Marketing,101.38,2024-11-24,Completed,10,2954,2025-09-06
1531,707,Marketing,3014.45,2025-01-23,Cancelled,2,2512,2025-05-18
1532,539,UI/UX,789.42,2024-05-14,Cancelled,13,183,2025-02-09
1533,396,Data & AI,1893.17,2025-05-09,Open,13,590,2025-10-02
1534,968,UI/UX,523.56,2025-11-15,Cancelled,14,875,2024-09-19
1535,988,Content,1890.00,2026-01-21,Cancelled,8,2731,2025-08-29
1536,977,Cloud,2952.33,2024-12-30,Cancelled,2,106,2025-05-27
1537,948,Data & AI,593.44,2024-07-24,Completed,6,168,2025-09-08
1538,496,Web Development,2637.18,2026-02-24,Cancelled,15,2600,2025-01-23
1539,982,Web Development,2925.81,2025-05-28,Completed,2,2525,2024-09-09
1540,616,Marketing,2623.24,2025-09-04,Cancelled,8,2646,2025-09-05
1541,714,Web Development,2916.23,2025-06-20,Open,10,319,2025-05-27
1542,810,Data & AI,1445.13,2025-08-30,Completed,10,2648,2025-01-12
1543,926,Data & AI,1479.47,2025-01-14,Cancelled,8,908,2025-05-26
1544,154,Cloud,2129.27,2024-09-05,Cancelled,12,396,2025-09-09
1545,523,Web Development,1017.14,2025-03-13,Open,1,1427,2025-03-17
1546,274,Web Development,155.42,2026-02-03,Completed,15,370,2026-01-01
1547,713,Data & AI,885.34,2025-11-26,Completed,8,1594,2025-09-16
1548,1089,Cloud,3024.21,2024-08-21,Completed,4,1033,2024-08-12
1549,300,UI/UX,2793.94,2024-06-22,Open,11,1112,2025-12-26
1550,1035,Data & AI,622.33,2025-05-15,Cancelled,4,1663,2025-02-25
1551,127,Marketing,1551.18,2024-05-21,Completed,2,942,2025-01-21
1552,215,Cloud,2849.43,2024-09-03,Cancelled,5,1955,2025-02-05
1553,568,Marketing,2235.32,2025-10-08,Open,6,652,2025-07-13
1554,1040,Data & AI,2585.52,2024-08-09,Completed,8,1352,2024-08-10
1555,334,Content,2257.67,2024-07-24,Completed,3,38,2024-10-24
1556,512,Cloud,1389.10,2024-10-25,Open,15,1779,2024-09-08
1557,18,Content,1271.27,2025-02-08,Open,3,1396,2024-09-07
1558,295,Marketing,2662.36,2024-08-08,Cancelled,11,766,2025-05-04
1559,934,Web Development,1018.54,2024-07-03,Completed,11,1225,2024-08-21
1560,786,Content,807.25,2025-12-10,Cancelled,2,2338,2025-02-02
1561,644,Web Development,492.11,2024-11-28,Open,6,2357,2024-07-27
1562,1052,Content,1523.92,2024-07-09,Completed,7,2163,2026-02-28
1563,925,UI/UX,2431.82,2024-04-24,Open,5,654,2025-08-08
1564,105,Data & AI,1530.72,2025-09-28,Completed,13,2134,2025-12-17
1565,1127,Cloud,1230.91,2024-12-21,Completed,15,1398,2025-05-20
1566,276,Content,155.49,2024-11-12,Completed,9,212,2025-06-17
1567,379,UI/UX,716.60,2025-09-13,Open,2,1690,2024-08-12
1568,651,Cloud,204.56,2025-11-17,Completed,15,1072,2025-01-04
1569,873,Data & AI,2807.64,2024-09-20,Cancelled,8,1535,2026-01-12
1570,44,Data & AI,3082.03,2025-03-20,Completed,13,1181,2024-10-09
1571,462,Marketing,526.13,2025-07-13,Cancelled,13,2711,2025-12-03
1572,498,Marketing,1661.46,2024-09-06,Open,11,2667,2025-01-05
1573,189,UI/UX,3028.40,2024-10-29,Cancelled,8,2479,2025-12-17
1574,460,Cloud,2208.11,2025-01-03,Cancelled,5,1145,2025-02-26
1575,152,Data & AI,2799.95,2025-04-11,Completed,7,1618,2025-02-19
1576,294,Cloud,3052.60,2024-06-01,Cancelled,11,1809,2025-10-25
1577,1043,Data & AI,874.07,2025-05-13,Completed,11,1397,2025-07-17
1578,1152,Marketing,2433.78,2025-01-12,Open,10,1404,2024-09-20
1579,553,Web Development,758.41,2025-08-28,Open,12,2370,2025-06-11
1580,208,Marketing,2360.15,2025-01-29,Cancelled,7,2754,2024-10-10
1581,602,Content,1048.61,2025-05-19,Cancelled,3,2559,2026-01-28
1582,524,Web Development,1730.41,2024-09-03,Completed,2,1515,2025-02-18
1583,401,Marketing,2273.30,2024-12-04,Cancelled,13,1171,2025-04-14
1584,1027,Web Development,349.90,2024-06-01,Open,13,2317,2025-03-10
1585,290,Data & AI,3007.34,2026-02-05,Cancelled,10,1784,2025-07-20
1586,1119,Cloud,2926.52,2025-11-01,Completed,12,774,2026-03-08
1587,361,Marketing,1659.68,2025-01-29,Open,13,1239,2025-10-11
1588,893,Cloud,2739.28,2024-07-07,Cancelled,3,2233,2025-05-10
1589,201,Content,2533.35,2024-12-29,Completed,8,291,2025-10-05
1590,332,Cloud,1050.01,2024-08-24,Cancelled,4,2361,2025-06-14
1591,26,Web Development,2374.85,2024-12-01,Open,11,332,2024-12-24
1592,785,Web Development,139.22,2025-10-03,Cancelled,12,1393,2025-12-27
1593,381,Web Development,1732.84,2024-11-03,Completed,8,653,2025-12-18
1594,435,Data & AI,2374.35,2025-09-17,Open,9,2394,2024-10-14
1595,335,Data & AI,3000.75,2025-09-07,Cancelled,12,887,2024-09-15
1596,302,Cloud,429.24,2024-07-19,Open,10,2746,2024-11-06
1597,584,UI/UX,1372.70,2024-09-24,Completed,8,2185,2025-09-22
1598,80,Web Development,508.67,2026-01-30,Cancelled,1,843,2025-06-23
1599,768,Content,2603.53,2025-02-27,Cancelled,11,2308,2024-10-18
1600,935,Web Development,993.45,2025-06-24,Cancelled,10,986,2024-11-15
1601,1088,Data & AI,1541.87,2024-07-16,Cancelled,7,2502,2025-09-12
1602,964,Marketing,2629.95,2026-02-01,Open,7,2291,2025-05-10
1603,434,Content,1990.72,2025-08-06,Cancelled,3,68,2026-01-15
1604,701,Content,217.60,2024-11-21,Open,11,1068,2025-07-10
1605,706,Content,588.42,2025-07-01,Open,10,683,2026-02-26
1606,456,Cloud,1161.75,2024-08-25,Cancelled,15,1215,2025-12-17
1607,938,Web Development,3085.86,2026-02-02,Completed,10,1415,2025-09-08
1608,343,UI/UX,1654.75,2025-12-12,Cancelled,12,73,2026-03-07
1609,1009,Content,1164.48,2025-07-21,Cancelled,6,646,2025-03-05
1610,987,Data & AI,2754.57,2024-05-31,Completed,8,2130,2025-10-23
1611,149,Content,2242.06,2025-07-08,Cancelled,10,2357,2025-08-04
1612,698,Data & AI,1632.09,2026-03-10,Cancelled,4,337,2024-11-13
1613,459,Content,2587.46,2025-08-30,Open,12,1609,2024-09-29
1614,673,Cloud,885.54,2025-05-09,Cancelled,2,2221,2025-02-15
1615,100,UI/UX,2281.02,2024-10-02,Open,1,2599,2026-01-27
1616,111,Cloud,2418.23,2024-06-05,Completed,9,1979,2025-04-21
1617,39,Cloud,2252.20,2025-11-20,Cancelled,9,2131,2025-09-19
1618,560,Cloud,2840.29,2024-07-17,Cancelled,4,2058,2025-05-23
1619,273,Marketing,3034.65,2024-10-12,Open,9,911,2025-08-04
1620,129,Content,333.27,2024-05-03,Cancelled,13,2120,2025-07-14
1621,351,Cloud,2739.28,2025-05-17,Cancelled,3,2560,2025-01-01
1622,152,Content,2573.31,2025-04-16,Open,2,2109,2025-06-07
1623,1084,Content,1616.09,2024-04-14,Open,10,235,2025-09-15
1624,207,Marketing,447.81,2026-02-12,Open,10,1816,2026-02-06
1625,1133,Cloud,2476.93,2024-07-21,Open,10,2933,2024-12-07
